AGN,Z,n,R,NH,U,H1_4861.36A,O3_5007.00A,H1_6562.85A,N2_6584.00A,O1_6300.00A,S2_6720.00A,NE5_3345.99A,NE5_3426.03A,FE11_7891.87A,S12_7610.59A,FE7_5720.71A,FE7_5720.22A,FE7_6086.97A,S8_9914.00A,AL5_2.90450m,AL6_3.65932m,AL6_9.11329m,AL8_5.82933m,AL8_3.69722m,AL9_2.04444m,AR3_8.98898m,AR3_21.8253m,AR3_6.36676m,AR5_13.0985m,AR5_7.89971m,AR5_4.92778m,AR6_4.52800m,CA4_3.20610m,CA5_4.15739m,CA5_11.4792m,CA8_2.32117m,CL4_20.3197m,CL4_11.7629m,CL4_7.45009m,CL5_6.70733m,FE4_2.83562m,FE4_2.86447m,FE4_2.80554m,FE4_2.71569m,FE4_2.77325m,FE4_2.71341m,FE4_1.54429m,FE4_1.54122m,FE4_1.66239m,FE4_2.77563m,FE4_2.12139m,FE4_1.11332m,FE4_1.07611m,FE4_1.50700m,FE4_1.90740m,FE4_2.18716m,FE4_1.07749m,FE4_2.83081m,FE4_3.16981m,FE4_3.80820m,FE4_3.03352m,FE4_1.54322m,FE4_7.40704m,FE4_2.90821m,FE4_2.08829m,FE4_1.50629m,FE4_5.39606m,FE4_1.27087m,FE4_4.72617m,FE4_3.58762m,FE4_3.58878m,FE4_2.97281m,FE4_3.38592m,FE4_8.15106m,FE4_2.90104m,FE4_2.83329m,FE4_3.39109m,FE4_3.21932m,FE5_25.9131m,FE5_20.8407m,FE5_2.04669m,FE5_3.36066m,FE5_3.27093m,FE5_1.91721m,FE5_3.15073m,FE5_1.92100m,FE5_2.03959m,FE5_2.89265m,FE5_6.68535m,FE5_1.04005m,FE5_3.02517m,FE5_1.03533m,FE5_2.03151m,FE5_1.02599m,FE5_1.02140m,FE5_4.89702m,FE5_10.8962m,FE5_5.23472m,FE5_1.00817m,FE5_3.51633m,FE5_1.81848m,FE5_1.03480m,FE5_1.47688m,FE5_1.06742m,FE5_1.62393m,FE5_1.40642m,FE5_5.71894m,FE6_19.5527m,FE6_14.7670m,FE6_12.3074m,FE6_1.34929m
5,0.1,1000,20.4,21,0.04407,0.15249,0.5693,0.42162,0.00041463,2.6482E-08,0.0002917,0.0037965,0.01066,4.889E-14,0,0.000016401,0,0.000024644,0.000048686,0.000012082,0.000014681,1.3053E-06,8.7953E-10,4.0928E-10,5.589E-14,0.0010718,0.000076389,1.3752E-07,0.0029029,0.0019482,1.5217E-07,0.0009714,5.1171E-07,1.771E-07,1.3187E-08,2.5471E-09,0.00025415,0.00024247,1.2598E-08,8.4123E-07,0.000052609,0.000023235,0.00001453,0.000012376,7.7031E-06,3.6581E-06,2.7201E-06,2.2238E-06,0.000002267,1.1292E-06,1.7313E-06,2.6885E-06,2.2825E-06,8.3057E-07,8.9612E-07,6.9522E-07,1.2335E-06,3.6335E-07,3.2378E-07,2.4699E-07,2.3679E-07,2.7522E-07,1.3966E-07,1.6308E-07,1.584E-07,1.3241E-07,7.2577E-08,1.826E-07,7.5995E-08,6.99E-08,4.2173E-08,2.1794E-08,1.0138E-08,5.7161E-09,5.261E-09,2.3809E-09,1.7613E-09,1.6741E-10,0.000042309,0.000026573,5.2113E-06,3.0281E-06,0.000002506,3.4494E-06,1.7885E-06,1.0816E-06,1.0207E-06,6.1766E-07,1.0344E-07,2.8762E-07,5.2859E-08,1.3495E-07,5.4276E-08,1.3013E-07,9.9803E-08,2.7568E-08,2.4343E-08,1.5479E-08,5.5114E-08,1.4565E-08,2.2726E-08,4.2339E-08,2.5967E-08,3.6553E-08,1.4491E-08,9.647E-09,3.6718E-09,0.0001225,0.000087821,0.000047473,0.000020946
5,0.1,1000,20.4,22,0.04407,0.48732,1.6691,1.5781,0.018559,0.0036205,0.020667,0.0019013,0.0054058,7.1301E-15,0,0.000011432,0,0.000017609,0.000042512,0.00001677,0.000015099,1.2888E-06,8.5227E-10,3.8681E-10,1.0281E-14,0.010061,0.00074844,1.3637E-06,0.005806,0.0038563,3.0143E-07,0.001938,2.0402E-06,3.833E-07,2.7875E-08,4.1575E-09,0.0011029,0.0010356,5.5518E-08,1.2541E-06,0.0002414,0.00010818,0.000067486,0.000056547,0.000035254,0.0000167,0.000011234,9.1776E-06,8.1258E-06,5.1744E-06,6.5044E-06,9.0107E-06,7.5987E-06,3.4142E-06,3.3017E-06,2.6253E-06,0.00000411,0.000001667,1.3421E-06,1.0571E-06,9.795E-07,1.1358E-06,5.7826E-07,6.5907E-07,5.9338E-07,5.4381E-07,3.1556E-07,6.1612E-07,3.3007E-07,2.946E-07,1.7734E-07,8.8278E-08,4.8331E-08,2.4295E-08,2.4207E-08,1.0937E-08,8.3995E-09,7.7348E-10,0.000069617,0.000042265,6.4408E-06,3.9952E-06,0.000003298,4.2008E-06,2.3393E-06,0.000001312,1.2516E-06,7.9667E-07,1.4318E-07,2.9404E-07,6.8826E-08,1.3584E-07,6.6826E-08,1.3255E-07,1.001E-07,3.7741E-08,3.2895E-08,2.134E-08,5.5425E-08,1.9291E-08,2.7287E-08,4.1021E-08,2.8905E-08,3.5737E-08,1.6465E-08,1.0539E-08,5.0588E-09,0.00018216,0.00013158,0.000069586,0.000021723
5,0.1,1000,20.4,23,0.04407,0.01743,0.063922,0.12651,0.0017004,0.00046625,0.0033604,0.000020992,0.000064904,8.617E-16,0,6.527E-07,0,1.1733E-06,7.8799E-06,0.000010306,0.000010512,7.1597E-07,6.8938E-10,2.7097E-10,4.7923E-15,0.0057652,0.00057765,1.1262E-06,0.0044653,0.0029828,2.3429E-07,0.0014672,1.3268E-06,2.8144E-07,1.8417E-08,2.1666E-09,0.00082702,0.00070876,4.5252E-08,1.0423E-06,0.00014557,0.000065661,0.000040427,0.000033113,0.00002093,9.7789E-06,3.8142E-06,3.1035E-06,3.0068E-06,3.0789E-06,3.1126E-06,1.9685E-06,1.5776E-06,1.1226E-06,1.4206E-06,1.2918E-06,8.5772E-07,1.0031E-06,0.000000865,7.4621E-07,6.1571E-07,3.841E-07,4.7191E-07,4.0422E-07,2.7948E-07,1.788E-07,2.5017E-07,1.6312E-07,2.5283E-07,2.0266E-07,0.000000122,5.4822E-08,3.229E-08,1.768E-08,1.4819E-08,6.5953E-09,5.6213E-09,5.0324E-10,0.000056508,0.000032002,2.9926E-06,2.6682E-06,2.1717E-06,1.8252E-06,1.5102E-06,5.7202E-07,5.7966E-07,4.8846E-07,1.1893E-07,5.8618E-08,4.3338E-08,2.6943E-08,3.0848E-08,2.5872E-08,1.9437E-08,2.9281E-08,2.0224E-08,1.6837E-08,1.0532E-08,1.3164E-08,1.1244E-08,8.097E-09,9.354E-09,7.4334E-09,5.9762E-09,3.2204E-09,4.0704E-09,0.00013473,0.00010436,0.000050209,6.2894E-06
5,0.1,1000,20.3,20,0.06984,0.022523,0.0099949,0.055045,0.000015079,2.2117E-10,0.000011797,0.0034424,0.0096444,1.9405E-13,0,0.000018477,0,0.000027641,0.00004616,2.7052E-06,7.0694E-06,6.3304E-07,1.3659E-09,6.4796E-10,7.9367E-11,0.000033179,2.4011E-06,4.3149E-09,0.00092026,0.00062303,4.8659E-08,0.00038061,4.1016E-08,5.7348E-08,4.2916E-09,1.8132E-09,0.000019431,0.000018596,9.6162E-10,5.5858E-07,4.8265E-07,2.0703E-07,1.2952E-07,1.1364E-07,7.0857E-08,3.3663E-08,2.5388E-08,2.0757E-08,2.8102E-08,1.0363E-08,2.1295E-08,3.217E-08,2.7317E-08,7.7594E-09,1.1058E-08,8.5444E-09,1.476E-08,3.341E-09,3.6766E-09,2.7117E-09,2.6739E-09,2.569E-09,1.6919E-09,1.8917E-09,1.9493E-09,1.2397E-09,8.0008E-10,2.2866E-09,8.3246E-10,7.8932E-10,4.7501E-10,2.5272E-10,8.9147E-11,6.4105E-11,4.8244E-11,2.1843E-11,1.5487E-11,1.4934E-12,7.3667E-06,4.7402E-06,1.1065E-06,6.3615E-07,5.2667E-07,7.3438E-07,3.7636E-07,2.3272E-07,2.1921E-07,1.3156E-07,2.1391E-08,6.5521E-08,1.1131E-08,3.1086E-08,1.1534E-08,2.9663E-08,2.3004E-08,5.7065E-09,4.9037E-09,3.1826E-09,1.2644E-08,3.058E-09,4.8981E-09,1.0186E-08,5.8287E-09,8.7799E-09,3.2413E-09,2.1777E-09,7.5933E-10,0.00005368,0.000038598,0.000021028,0.00001135
5,0.1,1000,20.3,21,0.06984,0.14564,0.53097,0.39761,0.00021294,9.6683E-09,0.00012628,0.0098155,0.027562,1.8282E-13,0,0.000050969,0,0.000076589,0.00022885,0.000017942,0.000036156,3.2164E-06,6.0109E-09,2.8363E-09,3.1979E-10,0.00057603,0.000041474,7.4664E-08,0.0045842,0.0031086,2.428E-07,0.0019304,5.2537E-07,2.9376E-07,2.1908E-08,8.6075E-09,0.00024616,0.00023457,1.2188E-08,2.4305E-06,0.000048626,0.000021231,0.000013277,0.000011428,7.1181E-06,3.3803E-06,2.5143E-06,2.0554E-06,2.3567E-06,1.0426E-06,1.7998E-06,2.7373E-06,2.3186E-06,7.6696E-07,9.3159E-07,7.2273E-07,0.000001253,3.3576E-07,3.2654E-07,2.4575E-07,2.382E-07,2.5439E-07,1.4519E-07,1.6603E-07,1.6467E-07,1.2236E-07,7.2518E-08,1.8983E-07,7.5614E-08,7.0268E-08,4.2423E-08,2.2188E-08,9.2222E-09,5.7497E-09,4.8626E-09,2.1985E-09,1.6022E-09,1.565E-10,0.000053929,0.000034303,7.4171E-06,4.3101E-06,3.5669E-06,4.8966E-06,2.5392E-06,1.5421E-06,1.4552E-06,8.8067E-07,1.4595E-07,4.1889E-07,7.5043E-08,1.9867E-07,7.7049E-08,1.8952E-07,1.4693E-07,3.8824E-08,3.3696E-08,2.1764E-08,8.0892E-08,2.0732E-08,3.2401E-08,6.4167E-08,3.7822E-08,5.5398E-08,2.1107E-08,1.4152E-08,5.171E-09,0.00021373,0.00015371,0.000083399,0.000041907
5,0.1,1000,20.3,22,0.06984,0.66166,2.4213,2.1161,0.016548,0.0028949,0.016824,0.0049289,0.014013,3.9525E-14,0,0.000035015,0,0.000053928,0.00020065,0.00002832,0.000038147,3.2575E-06,5.8577E-09,2.6946E-09,2.7976E-10,0.010494,0.00078172,1.4243E-06,0.010366,0.0069232,5.4112E-07,0.0040981,3.2359E-06,7.0915E-07,5.1646E-08,1.42E-08,0.0017184,0.0016122,8.6438E-08,3.9658E-06,0.00035141,0.00015701,0.00009795,0.000082287,0.00005131,0.000024305,0.000016369,0.000013373,0.000012267,7.5296E-06,9.8147E-06,0.000013547,0.00001142,4.9734E-06,4.9828E-06,3.9613E-06,6.1766E-06,2.4263E-06,2.0044E-06,1.5737E-06,1.4624E-06,0.000001655,8.7235E-07,9.8846E-07,8.9539E-07,7.923E-07,4.7036E-07,9.3105E-07,4.9137E-07,4.3948E-07,2.6478E-07,1.324E-07,7.004E-08,3.6269E-08,3.5238E-08,1.5915E-08,1.2172E-08,1.1294E-09,0.00011263,0.000068545,0.000010721,6.6527E-06,5.4918E-06,0.000006977,3.8868E-06,2.1809E-06,2.0806E-06,1.3248E-06,2.3748E-07,4.9219E-07,1.1435E-07,2.2836E-07,1.1099E-07,2.2188E-07,1.6827E-07,6.2556E-08,5.4294E-08,3.538E-08,9.3127E-08,3.2124E-08,4.5358E-08,6.9711E-08,4.8383E-08,6.0732E-08,2.756E-08,1.77E-08,8.3854E-09,0.00034457,0.0002493,0.00013211,0.000045017
5,0.1,1000,20.3,23,0.06984,0.023258,0.09077,0.16667,0.0019048,0.00060279,0.0041732,0.000054175,0.00016751,4.7749E-15,0,1.9951E-06,0,3.5867E-06,0.000037175,0.00001739,0.000026554,1.8093E-06,4.7383E-09,1.8876E-09,1.3033E-10,0.0060098,0.00060437,1.1789E-06,0.0079689,0.0053525,4.2043E-07,0.0031014,2.1006E-06,5.204E-07,3.4092E-08,7.3961E-09,0.001287,0.0011016,7.0401E-08,3.2958E-06,0.00021141,0.000095078,0.000058535,0.000048063,0.000030387,0.000014197,5.5246E-06,4.4952E-06,4.5156E-06,4.4694E-06,4.6797E-06,2.9339E-06,2.3495E-06,1.6252E-06,2.1348E-06,1.9424E-06,1.2774E-06,1.4564E-06,1.2894E-06,1.1093E-06,9.1741E-07,5.5633E-07,7.1147E-07,6.0491E-07,4.2016E-07,2.589E-07,3.726E-07,2.4468E-07,3.7602E-07,3.0187E-07,1.8187E-07,8.2047E-08,4.6711E-08,2.6361E-08,2.1522E-08,9.5746E-09,8.1318E-09,7.3341E-10,0.000091374,0.000051862,4.9717E-06,4.4389E-06,3.6127E-06,0.000003025,2.5067E-06,9.4888E-07,9.6177E-07,8.1132E-07,1.9719E-07,9.7706E-08,7.1928E-08,4.5106E-08,5.1138E-08,4.3122E-08,3.2539E-08,4.8508E-08,3.334E-08,2.7901E-08,1.762E-08,2.1903E-08,1.8649E-08,1.3708E-08,1.5613E-08,1.2586E-08,9.9791E-09,5.3931E-09,6.744E-09,0.00025473,0.00019766,0.000095274,0.000013012
5,0.1,1000,20.2,20,0.1107,0.023179,0.0052606,0.056824,6.2555E-06,5.7357E-11,3.8642E-06,0.0050075,0.014029,8.3064E-13,0,0.000031729,0,0.000047466,0.00014541,2.5947E-06,0.000010838,9.713E-07,5.7654E-09,2.7745E-09,5.3539E-10,0.000014704,1.0703E-06,1.9233E-09,0.0010317,0.00069456,5.4245E-08,0.00065158,2.8879E-08,6.2135E-08,4.6475E-09,4.7968E-09,0.000014297,0.000013632,7.0494E-10,1.0789E-06,1.8128E-07,7.7144E-08,4.826E-08,4.2649E-08,2.6608E-08,1.2641E-08,9.5356E-09,7.7964E-09,1.1223E-08,3.8894E-09,8.5046E-09,1.267E-08,1.0738E-08,2.9121E-09,4.4162E-09,3.4123E-09,5.8018E-09,1.2546E-09,1.4468E-09,1.0558E-09,1.0518E-09,9.649E-10,6.757E-10,7.4505E-10,7.785E-10,4.6552E-10,3.1245E-10,9.1321E-10,3.2414E-10,3.1083E-10,1.8685E-10,9.9531E-11,3.3175E-11,2.5166E-11,1.8121E-11,8.1977E-12,5.7633E-12,5.6683E-13,4.3546E-06,2.8286E-06,7.1266E-07,4.0971E-07,3.392E-07,4.7055E-07,2.4115E-07,1.5049E-07,1.4175E-07,8.5073E-08,1.3647E-08,4.2977E-08,7.1321E-09,2.0578E-08,7.3907E-09,1.9457E-08,1.5228E-08,3.6373E-09,3.0911E-09,2.024E-09,8.3602E-09,1.9695E-09,3.1674E-09,6.9375E-09,3.8232E-09,5.9798E-09,2.1261E-09,1.437E-09,4.8399E-10,0.000051489,0.000037111,0.000020279,0.000012128
5,0.1,1000,20.2,21,0.1107,0.139,0.41179,0.37217,0.00010804,3.8371E-09,0.000049984,0.023347,0.065558,7.8261E-13,0,0.00014231,0,0.00021385,0.00096103,0.00002286,0.000078895,7.0236E-06,3.7297E-08,1.7872E-08,3.3564E-09,0.00025507,0.000018638,3.3553E-08,0.0066973,0.0045898,3.5849E-07,0.0038261,4.5163E-07,4.405E-07,3.2854E-08,2.87E-08,0.00020315,0.0001929,1.0023E-08,6.4401E-06,0.000034491,0.000014799,9.2546E-06,8.0985E-06,5.0503E-06,2.3983E-06,1.7837E-06,1.4582E-06,1.9564E-06,7.3888E-07,1.4939E-06,2.2045E-06,0.000001861,5.4362E-07,7.733E-07,5.9991E-07,1.0057E-06,2.3822E-07,2.6095E-07,1.9212E-07,1.8972E-07,1.8048E-07,1.205E-07,1.3366E-07,1.3669E-07,8.6827E-08,5.7039E-08,1.576E-07,5.911E-08,5.6085E-08,3.3788E-08,1.7862E-08,6.3966E-09,4.5747E-09,3.4492E-09,1.558E-09,1.1113E-09,1.1297E-10,0.000058037,0.000037515,0.000009132,5.3067E-06,4.3917E-06,0.000006008,3.1155E-06,0.00000191,1.8024E-06,1.0908E-06,1.7783E-07,5.3143E-07,9.2075E-08,2.5512E-07,9.4536E-08,2.4044E-07,1.8867E-07,4.7204E-08,4.018E-08,2.6382E-08,1.0353E-07,2.5526E-08,4.0131E-08,8.5595E-08,4.7982E-08,7.3897E-08,2.6777E-08,1.8094E-08,6.2872E-09,0.00033091,0.00023875,0.00013005,0.000074539
5,0.1,1000,20.2,22,0.1107,0.86775,3.4068,2.7371,0.011178,0.00098773,0.0099337,0.011761,0.033433,2.5187E-13,0,0.00009735,0,0.00014991,0.00087382,0.000044393,0.000088295,7.5446E-06,3.6873E-08,1.7208E-08,2.9516E-09,0.010464,0.00077947,1.4198E-06,0.017335,0.011647,9.1029E-07,0.0082848,4.7123E-06,1.2123E-06,8.84E-08,4.6725E-08,0.0024444,0.002292,1.2285E-07,0.000011734,0.00048513,0.00021605,0.00013479,0.00011357,0.000070825,0.000033551,0.000022671,0.000018521,0.000017635,0.000010391,0.000014089,0.000019437,0.000016381,0.000006887,7.1571E-06,5.6858E-06,8.8595E-06,3.3488E-06,2.8434E-06,2.2237E-06,0.000002074,2.2922E-06,1.2501E-06,1.4083E-06,1.2855E-06,1.0973E-06,6.6536E-07,0.000001342,6.9419E-07,6.2257E-07,3.7539E-07,1.8863E-07,9.6196E-08,5.141E-08,4.8644E-08,2.1963E-08,1.6718E-08,1.5644E-09,0.00017416,0.00010626,0.000017051,0.000010581,8.7348E-06,0.000011078,6.1714E-06,3.4693E-06,3.3097E-06,2.1074E-06,3.7646E-07,0.000000788,1.8157E-07,3.6709E-07,1.7623E-07,3.5525E-07,2.705E-07,9.9105E-08,8.5802E-08,5.6052E-08,1.4965E-07,5.1094E-08,7.2157E-08,1.1325E-07,7.7395E-08,9.8655E-08,4.4081E-08,2.841E-08,1.3285E-08,0.00059898,0.00043393,0.00023043,0.000085279
5,0.1,1000,20.2,23,0.1107,0.029894,0.12333,0.21061,0.0021298,0.00077409,0.0051907,0.00012856,0.00039751,3.0417E-14,0,0.000005531,0,9.9439E-06,0.00016176,0.000027225,0.000061446,4.1885E-06,2.9823E-08,1.2052E-08,1.3743E-09,0.0059983,0.00060534,1.1813E-06,0.013317,0.0089987,7.0682E-07,0.0062669,3.0498E-06,8.8883E-07,5.8278E-08,2.4325E-08,0.0018272,0.0015618,9.9917E-08,9.7585E-06,0.00029069,0.00013031,0.000080222,0.000066052,0.000041771,0.000019514,7.5783E-06,6.1661E-06,6.4377E-06,6.1427E-06,6.6781E-06,4.1508E-06,3.3215E-06,2.2282E-06,3.0451E-06,2.7723E-06,1.8059E-06,2.0021E-06,1.8231E-06,1.5634E-06,1.2964E-06,7.6314E-07,1.0181E-06,8.5863E-07,5.9954E-07,3.5504E-07,5.2619E-07,3.4854E-07,5.3019E-07,4.2643E-07,2.5712E-07,1.1647E-07,6.3956E-08,3.7278E-08,2.9596E-08,1.316E-08,1.1134E-08,1.0125E-09,0.00014116,0.000080296,7.8806E-06,7.0484E-06,5.7362E-06,4.7853E-06,0.000003973,0.000001504,1.5248E-06,0.000001288,3.1235E-07,1.5529E-07,1.1399E-07,7.1992E-08,8.0919E-08,6.8534E-08,5.1931E-08,7.6769E-08,5.2575E-08,4.4159E-08,2.8105E-08,3.4783E-08,2.9552E-08,2.2124E-08,2.4855E-08,2.0317E-08,1.5893E-08,8.6126E-09,1.0675E-08,0.00044242,0.00034383,0.00016602,0.00002458
5,0.1,1000,20.1,20,0.1754,0.022975,0.002621,0.058097,2.3775E-06,1.5149E-11,0.000001017,0.0064365,0.018033,4.1895E-10,6.9657E-13,0.00004616,0,0.000069054,0.00036067,2.1647E-06,0.000014361,1.2874E-06,2.1527E-08,1.052E-08,3.2439E-09,5.6727E-06,4.1593E-07,7.4745E-10,0.0010023,0.00066539,5.1967E-08,0.00098191,1.7632E-08,5.6384E-08,4.2144E-09,1.1434E-08,8.6576E-06,8.2226E-06,4.252E-10,1.6691E-06,5.9929E-08,2.5291E-08,1.5821E-08,1.4087E-08,8.7929E-09,4.1773E-09,3.1523E-09,2.5773E-09,3.9424E-09,1.2846E-09,2.9875E-09,4.3862E-09,3.7095E-09,9.6187E-10,1.5513E-09,1.1987E-09,2.0043E-09,4.146E-10,5.0078E-10,3.614E-10,3.6446E-10,3.1898E-10,2.3736E-10,2.5793E-10,2.7347E-10,1.5384E-10,1.0731E-10,3.2079E-10,1.1095E-10,1.0769E-10,6.4743E-11,3.4456E-11,1.0862E-11,8.7017E-12,5.9903E-12,2.7077E-12,1.887E-12,1.8982E-13,2.2015E-06,1.4438E-06,3.9177E-07,2.2523E-07,1.8647E-07,2.5776E-07,1.3209E-07,8.3273E-08,7.8437E-08,4.7074E-08,7.4509E-09,2.4133E-08,3.9067E-09,1.163E-08,4.0484E-09,1.0926E-08,8.606E-09,1.9811E-09,1.667E-09,1.1003E-09,4.7185E-09,1.0827E-09,1.7526E-09,4.036E-09,2.1469E-09,3.4789E-09,1.1939E-09,8.1004E-10,2.636E-10,0.000041651,0.000030096,0.000016498,0.000010943
5,0.1,1000,20.1,21,0.1754,0.13986,0.14831,0.36598,0.000044682,1.12E-09,0.000015574,0.048542,0.1363,4.7468E-10,7.0462E-11,0.00033555,1E-22,0.0005042,0.0030031,0.000021766,0.00013399,0.000011932,1.876E-07,9.131E-08,2.7274E-08,0.000080912,5.9904E-06,1.0784E-08,0.0085941,0.0059239,4.627E-07,0.0072183,2.7464E-07,5.4324E-07,4.0486E-08,8.8938E-08,0.00012894,0.00012197,6.3372E-09,0.000013874,6.5911E-06,2.7593E-06,1.7256E-06,1.5461E-06,9.6591E-07,4.587E-07,3.4098E-07,2.7876E-07,4.5147E-07,1.4105E-07,3.447E-07,4.8751E-07,4.102E-07,1.0381E-07,1.7844E-07,1.3841E-07,2.2167E-07,4.5561E-08,5.7538E-08,4.1085E-08,4.1882E-08,3.45E-08,2.7796E-08,2.9537E-08,3.1538E-08,1.6612E-08,1.2293E-08,3.638E-08,1.2641E-08,1.2402E-08,7.4587E-09,3.9473E-09,1.1872E-09,1.0023E-09,6.5911E-10,2.9742E-10,2.0626E-10,2.1648E-11,0.000039749,0.000026086,7.1187E-06,4.1363E-06,3.4231E-06,4.6797E-06,2.4263E-06,1.5109E-06,1.4258E-06,8.6277E-07,1.3747E-07,4.3015E-07,7.1709E-08,2.0762E-07,7.3634E-08,1.9462E-07,1.5355E-07,3.642E-08,3.0364E-08,2.0242E-08,8.4085E-08,1.9896E-08,3.1747E-08,7.2679E-08,3.8826E-08,6.2744E-08,2.1666E-08,1.4645E-08,4.8508E-09,0.00041262,0.00029857,0.00016313,0.00010513
5,0.1,1000,20.1,22,0.1754,0.85971,3.5433,2.6627,0.00080811,7.6449E-08,0.00055381,0.025379,0.072146,3.3038E-10,7.672E-11,0.00023882,1E-22,0.00036781,0.0032833,0.000062777,0.00018318,0.000015655,2.1075E-07,9.9887E-08,2.7291E-08,0.0053627,0.0004013,7.3099E-07,0.026081,0.017645,0.000001379,0.015738,5.2558E-06,1.8076E-06,1.3194E-07,1.4768E-07,0.0026628,0.0024949,1.3369E-07,0.000030177,0.00049682,0.00022037,0.00013748,0.00011627,0.000072525,0.000034357,0.000023242,0.000018988,0.00001893,0.000010638,0.000015118,0.000020705,0.000017436,7.0584E-06,7.6807E-06,6.1006E-06,0.00000943,3.4292E-06,3.0108E-06,2.3418E-06,2.1945E-06,0.00000235,1.3408E-06,1.4974E-06,1.3793E-06,1.1249E-06,7.0187E-07,1.4415E-06,7.3101E-07,6.5838E-07,3.9717E-07,2.0056E-07,9.7948E-08,5.4381E-08,4.9816E-08,2.2484E-08,1.7022E-08,1.609E-09,0.00023911,0.00014657,0.000024545,0.000015234,0.000012576,0.000015945,8.8839E-06,5.0038E-06,4.7736E-06,3.0398E-06,5.4018E-07,1.1489E-06,2.6137E-07,5.3789E-07,2.5366E-07,5.1795E-07,3.9637E-07,0.000000142,1.2215E-07,8.027E-08,2.1895E-07,7.3562E-08,1.0407E-07,1.6876E-07,1.128E-07,0.000000147,6.4243E-08,4.1551E-08,1.9036E-08,0.0009057,0.00065708,0.00034967,0.0001424
5,0.1,1000,20.1,23,0.1754,0.037067,0.16038,0.25572,0.0023768,0.00098995,0.0064493,0.0002787,0.00086174,3.9893E-11,8.5388E-12,0.000013661,0,0.000024563,0.00060725,0.000039532,0.00012777,8.7086E-06,1.7045E-07,6.9951E-08,1.2702E-08,0.0058344,0.00059061,1.1531E-06,0.020676,0.014062,1.1045E-06,0.012152,4.0727E-06,1.3929E-06,9.1386E-08,7.7385E-08,0.0023764,0.0020284,1.299E-07,0.00002541,0.00037779,0.00016876,0.00010388,0.000085799,0.000054275,0.000025353,9.8307E-06,7.9988E-06,8.7042E-06,7.9797E-06,9.0359E-06,5.5691E-06,4.4529E-06,2.8892E-06,4.1188E-06,3.7514E-06,0.000002421,2.6016E-06,2.4419E-06,2.0858E-06,1.7352E-06,9.8995E-07,0.000001381,1.1544E-06,8.1116E-07,4.6046E-07,7.0355E-07,4.7107E-07,7.0767E-07,5.7063E-07,3.4431E-07,1.566E-07,8.2733E-08,4.9929E-08,3.8467E-08,1.7097E-08,1.4403E-08,1.3221E-09,0.00020832,0.00011884,0.000011993,0.000010748,8.7464E-06,7.2795E-06,6.0566E-06,2.2907E-06,2.3231E-06,1.9653E-06,4.7571E-07,2.3757E-07,1.7374E-07,1.1054E-07,1.2313E-07,1.0484E-07,7.9731E-08,1.1674E-07,7.9536E-08,6.7147E-08,4.3106E-08,5.3046E-08,4.4997E-08,3.4387E-08,3.8082E-08,3.1582E-08,2.4361E-08,1.3229E-08,1.6236E-08,0.00070208,0.00054626,0.0002641,0.000042187
5,0.1,1000,20,20,0.278,0.02189,0.0012041,0.058116,7.8823E-07,3.8365E-12,2.066E-07,0.0072953,0.020439,2.859E-09,9.8155E-12,0.000057374,0,0.000085829,0.00068617,1.5777E-06,0.000016504,1.4791E-06,7.0789E-08,3.513E-08,1.7362E-08,0.000001854,1.3718E-07,2.4653E-10,0.00082997,0.0005351,4.1791E-08,0.0012551,9.428E-09,4.3138E-08,3.222E-09,2.4632E-08,0.000003966,3.7532E-06,1.9408E-10,1.9058E-06,1.732E-08,7.2518E-09,4.5366E-09,4.0683E-09,2.5409E-09,1.2071E-09,9.1104E-10,7.4488E-10,1.2042E-09,3.71E-10,9.1251E-10,1.321E-09,1.1149E-09,2.7779E-10,4.7384E-10,3.6613E-10,6.0239E-10,1.1981E-10,1.5093E-10,1.0773E-10,1.1E-10,9.2188E-11,7.25E-11,7.7679E-11,8.3529E-11,4.4454E-11,3.2096E-11,9.7983E-11,3.3073E-11,3.2494E-11,1.9541E-11,1.0377E-11,3.1112E-12,2.6196E-12,1.7313E-12,7.8198E-13,5.4049E-13,5.5639E-14,9.6559E-07,6.3893E-07,1.8514E-07,1.0644E-07,8.8123E-08,1.2223E-07,6.2642E-08,3.966E-08,3.7357E-08,2.2419E-08,3.5107E-09,1.1681E-08,1.8527E-09,5.6369E-09,1.9198E-09,5.2883E-09,4.1714E-09,9.3053E-10,7.7402E-10,5.1581E-10,2.2842E-09,5.1167E-10,8.3472E-10,2.0085E-09,1.0391E-09,1.7312E-09,5.7785E-10,3.9164E-10,1.2382E-10,0.000028961,0.000020975,0.000011506,8.4184E-06
