AGN,Z,n,R,NH,U,H1_4861.36A,O3_5007.00A,H1_6562.85A,N2_6584.00A,O1_6300.00A,S2_6720.00A,NE5_3345.99A,NE5_3426.03A,FE11_7891.87A,S12_7610.59A,FE7_5720.71A,FE7_5720.22A,FE7_6086.97A,S8_9914.00A,AL5_2.90450m,AL6_3.65932m,AL6_9.11329m,AL8_5.82933m,AL8_3.69722m,AL9_2.04444m,AR3_8.98898m,AR3_21.8253m,AR3_6.36676m,AR5_13.0985m,AR5_7.89971m,AR5_4.92778m,AR6_4.52800m,CA4_3.20610m,CA5_4.15739m,CA5_11.4792m,CA8_2.32117m,CL4_20.3197m,CL4_11.7629m,CL4_7.45009m,CL5_6.70733m,FE4_2.83562m,FE4_2.86447m,FE4_2.80554m,FE4_2.71569m,FE4_2.77325m,FE4_2.71341m,FE4_1.54429m,FE4_1.54122m,FE4_1.66239m,FE4_2.77563m,FE4_2.12139m,FE4_1.11332m,FE4_1.07611m,FE4_1.50700m,FE4_1.90740m,FE4_2.18716m,FE4_1.07749m,FE4_2.83081m,FE4_3.16981m,FE4_3.80820m,FE4_3.03352m,FE4_1.54322m,FE4_7.40704m,FE4_2.90821m,FE4_2.08829m,FE4_1.50629m,FE4_5.39606m,FE4_1.27087m,FE4_4.72617m,FE4_3.58762m,FE4_3.58878m,FE4_2.97281m,FE4_3.38592m,FE4_8.15106m,FE4_2.90104m,FE4_2.83329m,FE4_3.39109m,FE4_3.21932m,FE5_25.9131m,FE5_20.8407m,FE5_2.04669m,FE5_3.36066m,FE5_3.27093m,FE5_1.91721m,FE5_3.15073m,FE5_1.92100m,FE5_2.03959m,FE5_2.89265m,FE5_6.68535m,FE5_1.04005m,FE5_3.02517m,FE5_1.03533m,FE5_2.03151m,FE5_1.02599m,FE5_1.02140m,FE5_4.89702m,FE5_10.8962m,FE5_5.23472m,FE5_1.00817m,FE5_3.51633m,FE5_1.81848m,FE5_1.03480m,FE5_1.47688m,FE5_1.06742m,FE5_1.62393m,FE5_1.40642m,FE5_5.71894m,FE6_19.5527m,FE6_14.7670m,FE6_12.3074m,FE6_1.34929m
40,0.1,300,21,20,0.01218,0.0052262,0.0033852,0.014384,0.00001016,8.514E-10,0.000023538,0.00084397,0.0023645,6.9924E-14,0,4.8017E-06,0,7.1831E-06,9.8129E-06,8.6759E-07,2.0764E-06,1.8617E-07,3.3487E-10,1.5604E-10,1.7831E-11,0.00001444,1.0472E-06,1.8819E-09,0.00028914,0.00019128,1.4939E-08,0.000113,1.2291E-08,1.7905E-08,1.3421E-09,5.3464E-10,0.000006936,6.1525E-06,3.1815E-10,2.1921E-08,1.6091E-07,6.8372E-08,4.2773E-08,3.6512E-08,2.2602E-08,1.0738E-08,8.464E-09,6.9203E-09,7.9933E-09,3.3297E-09,6.0573E-09,9.3372E-09,7.1729E-09,2.4931E-09,3.1454E-09,2.4304E-09,3.8756E-09,1.0657E-09,1.1052E-09,7.4487E-10,7.874E-10,8.5648E-10,4.8126E-10,5.4906E-10,5.5447E-10,3.9544E-10,2.3508E-10,6.5042E-10,2.2867E-10,2.3039E-10,1.3988E-10,7.3348E-11,2.9927E-11,2.0137E-11,1.6084E-11,7.0181E-12,5.1991E-12,1.3403E-12,2.5202E-06,1.6107E-06,3.469E-07,1.9944E-07,1.6511E-07,2.1418E-07,1.0976E-07,5.6209E-08,5.2945E-08,3.1775E-08,6.3234E-09,1.6678E-08,3.2463E-09,8.9954E-09,3.364E-09,7.5507E-09,6.6567E-09,1.5737E-09,1.5751E-09,9.8288E-10,3.6258E-09,9.5871E-10,1.183E-09,2.7981E-09,1.4837E-09,2.4119E-09,8.2507E-10,6.645E-10,2.0939E-10,0.000017646,0.000012435,6.7316E-06,3.1511E-06
40,0.1,300,21,21,0.01218,0.04254,0.17075,0.12104,0.00017257,5.4703E-08,0.0003039,0.0023264,0.0065324,2.8234E-14,0,0.000012883,0,0.000019358,0.000049077,5.4513E-06,0.000010054,8.9516E-07,1.4743E-09,6.8627E-10,7.1774E-11,0.00025952,0.000018835,3.3909E-08,0.0013742,0.00090601,7.0766E-08,0.00056997,1.5342E-07,8.9376E-08,6.6765E-09,2.5301E-09,0.000081934,0.000072252,3.754E-09,9.5058E-08,0.000014959,6.4126E-06,4.0101E-06,3.3823E-06,2.0915E-06,9.9321E-07,7.7348E-07,6.3233E-07,6.5883E-07,3.0859E-07,5.0314E-07,7.7134E-07,5.884E-07,0.000000227,2.6043E-07,2.0204E-07,3.1797E-07,9.8654E-08,9.5024E-08,6.458E-08,6.7723E-08,7.8259E-08,4.0589E-08,4.6785E-08,4.6035E-08,3.5951E-08,2.049E-08,5.3069E-08,1.987E-08,1.9822E-08,1.2061E-08,6.2522E-09,2.83E-09,1.7471E-09,1.4959E-09,6.5068E-10,4.9167E-10,1.3058E-10,0.000016291,0.000010355,0.000002161,1.2557E-06,1.0392E-06,1.3267E-06,6.8798E-07,3.4697E-07,3.2742E-07,1.9815E-07,3.9962E-08,1.0043E-07,2.0333E-08,5.4199E-08,2.0876E-08,4.544E-08,4.0082E-08,9.9148E-09,9.9083E-09,6.2136E-09,2.1835E-08,6.0402E-09,7.2902E-09,1.6816E-08,9.0679E-09,1.4518E-08,5.0605E-09,4.0641E-09,1.3206E-09,0.000065282,0.000046072,0.000024871,0.000011282
40,0.1,300,21,22,0.01218,0.059081,0.20993,0.19788,0.0062038,0.002931,0.011385,0.0011143,0.0031687,9.1691E-15,0,8.1197E-06,0,0.00001251,0.000038656,6.0907E-06,9.8486E-06,8.4229E-07,1.4304E-09,6.4928E-10,6.3268E-11,0.0011956,0.000089883,1.6374E-07,0.0017203,0.0011284,8.8206E-08,0.00072602,2.8409E-07,1.1599E-07,8.4949E-09,2.8401E-09,0.00014785,0.00012794,6.8553E-09,1.0481E-07,0.000029572,0.000012797,7.9838E-06,6.6506E-06,4.1192E-06,1.9513E-06,1.3774E-06,1.1252E-06,1.0854E-06,6.0854E-07,8.685E-07,1.1731E-06,8.8758E-07,4.0183E-07,4.4095E-07,3.5053E-07,4.8008E-07,1.9477E-07,1.7734E-07,1.2366E-07,1.2606E-07,1.3926E-07,7.7102E-08,8.5824E-08,7.9234E-08,6.3586E-08,3.9973E-08,8.2233E-08,3.8601E-08,3.7505E-08,2.2817E-08,1.1495E-08,5.773E-09,3.34E-09,2.9653E-09,1.2862E-09,1.0033E-09,2.6139E-10,0.000019231,0.000011992,2.1841E-06,1.3543E-06,0.000001118,1.3235E-06,7.3677E-07,3.4539E-07,3.2947E-07,2.0967E-07,4.487E-08,8.6043E-08,2.1678E-08,4.6239E-08,2.1054E-08,3.8787E-08,3.407E-08,1.1006E-08,1.0662E-08,6.9311E-09,1.8531E-08,6.5394E-09,7.1839E-09,1.4158E-08,8.4684E-09,1.2336E-08,4.8254E-09,3.7521E-09,1.4751E-09,0.00007088,0.000050565,0.000026815,9.8876E-06
40,0.1,300,21,23,0.01218,0.0022321,0.0082169,0.016507,0.00051836,0.00032176,0.0017707,0.000012318,0.000038091,1.1068E-15,0,4.6469E-07,0,8.3533E-07,7.1689E-06,3.7468E-06,6.8577E-06,4.6805E-07,1.1572E-09,4.5488E-10,2.9476E-11,0.00069638,0.000070327,1.3703E-07,0.0013242,0.00087352,6.8616E-08,0.00055014,1.8522E-07,8.5277E-08,5.6224E-09,1.4831E-09,0.00011102,0.000087735,5.5928E-09,8.7159E-08,0.000017901,0.000007797,4.8012E-06,3.9102E-06,2.4552E-06,1.1472E-06,4.7126E-07,3.8346E-07,4.0465E-07,3.6352E-07,4.1798E-07,2.5891E-07,1.8623E-07,1.3316E-07,1.9094E-07,1.7343E-07,1.0125E-07,1.1765E-07,1.1471E-07,8.7549E-08,7.9537E-08,4.7458E-08,6.3059E-08,5.2847E-08,3.7535E-08,2.1072E-08,3.1762E-08,2.1971E-08,2.964E-08,2.5883E-08,1.5746E-08,7.1665E-09,3.869E-09,2.4375E-09,1.822E-09,7.7861E-10,6.7353E-10,1.7063E-10,0.00001562,9.0881E-06,1.0168E-06,9.0553E-07,7.3706E-07,5.7624E-07,4.7623E-07,1.5089E-07,1.5288E-07,1.2872E-07,3.7297E-08,1.7196E-08,1.3667E-08,9.1928E-09,9.7376E-09,7.59E-09,6.6319E-09,8.5458E-09,6.5639E-09,5.4729E-09,3.5301E-09,4.4675E-09,2.9666E-09,2.8003E-09,2.7466E-09,2.5709E-09,1.7554E-09,1.1491E-09,1.1878E-09,0.00005247,0.000040132,0.000019366,2.8684E-06
40,0.1,300,20.9,20,0.01931,0.005141,0.0017247,0.013892,4.0926E-06,1.7482E-10,7.5771E-06,0.0013328,0.0037341,4.6986E-13,0,8.8803E-06,0,0.000013285,0.00003634,8.5173E-07,3.3416E-06,2.9943E-07,1.5577E-09,7.3794E-10,1.3588E-10,6.1558E-06,4.4947E-07,8.0771E-10,0.00032905,0.00021971,1.7159E-08,0.00020077,8.2807E-09,1.9765E-08,1.4815E-09,1.4681E-09,5.0984E-06,4.5133E-06,2.3339E-10,4.3677E-08,6.0409E-08,2.5458E-08,1.5926E-08,1.371E-08,8.4913E-09,4.034E-09,3.1775E-09,2.598E-09,3.237E-09,1.2503E-09,2.453E-09,3.7225E-09,2.8535E-09,9.3614E-10,1.2737E-09,9.8421E-10,1.5418E-09,4.0038E-10,4.3932E-10,2.9275E-10,3.1233E-10,3.2153E-10,1.9489E-10,2.1889E-10,2.2454E-10,1.4856E-10,9.2612E-11,2.6339E-10,8.9873E-11,9.16E-11,5.5484E-11,2.9242E-11,1.1114E-11,7.9847E-12,6.0383E-12,2.6352E-12,1.9308E-12,5.0712E-13,1.5039E-06,9.7202E-07,2.302E-07,1.3235E-07,1.0957E-07,1.4154E-07,7.2538E-08,3.7378E-08,3.5208E-08,2.113E-08,4.1552E-09,1.1373E-08,2.1453E-09,6.1787E-09,2.2231E-09,5.1492E-09,4.5723E-09,1.032E-09,1.0101E-09,6.4308E-10,2.4818E-09,6.362E-10,7.867E-10,1.986E-09,1.0118E-09,1.7118E-09,5.6265E-10,4.5492E-10,1.3731E-10,0.000017457,0.000012343,6.7058E-06,3.5579E-06
40,0.1,300,20.9,21,0.01931,0.039246,0.13348,0.11137,0.000075093,1.2324E-08,0.00010745,0.0060932,0.01711,4.427E-13,0,0.000038793,0,0.000058295,0.00024406,7.2359E-06,0.000023553,2.0973E-06,1.0165E-08,4.817E-09,8.8045E-10,0.00010782,7.9181E-06,1.4255E-08,0.0020942,0.0014011,1.0943E-07,0.0011637,1.2887E-07,1.3665E-07,1.021E-08,8.726E-09,0.00007012,0.000061841,3.2131E-09,2.6432E-07,0.000010871,4.5922E-06,2.8717E-06,2.4587E-06,1.5226E-06,7.2307E-07,5.6221E-07,4.5962E-07,5.5423E-07,2.2433E-07,4.2323E-07,6.3108E-07,4.8012E-07,1.6504E-07,2.1907E-07,1.6995E-07,2.5946E-07,7.1821E-08,7.7151E-08,5.1404E-08,5.4793E-08,5.6884E-08,3.4139E-08,3.8265E-08,3.8723E-08,2.6177E-08,1.6368E-08,4.4648E-08,1.5816E-08,1.609E-08,9.7585E-09,5.1136E-09,2.0147E-09,1.4117E-09,1.0872E-09,4.73E-10,3.5002E-10,9.5816E-11,0.000018269,0.000011801,2.7919E-06,1.6224E-06,1.3427E-06,1.7083E-06,8.8587E-07,4.5219E-07,4.2671E-07,2.5824E-07,5.1076E-08,1.3464E-07,2.6181E-08,7.3385E-08,2.6881E-08,6.0916E-08,5.4271E-08,1.2652E-08,1.2308E-08,7.8923E-09,2.9441E-08,7.8038E-09,9.5009E-09,2.374E-08,1.2156E-08,2.0495E-08,6.784E-09,5.4744E-09,1.6852E-09,0.00010487,0.000074318,0.000040293,0.000021228
40,0.1,300,20.9,22,0.01931,0.086113,0.33233,0.28668,0.0074774,0.00317,0.011257,0.0029484,0.0083847,6.1668E-14,0,0.000025039,0,0.00003858,0.00021036,0.00001045,0.000024896,2.1289E-06,1.003E-08,4.6316E-09,7.7452E-10,0.0013285,0.00010006,1.8231E-07,0.0033985,0.0022473,1.7567E-07,0.0018105,4.4689E-07,2.3139E-07,1.6952E-08,1.1495E-08,0.00023755,0.00020569,1.1025E-08,3.5331E-07,0.00004798,0.000020666,0.000012893,0.000010787,6.6844E-06,3.1663E-06,2.2323E-06,1.8236E-06,1.8542E-06,9.8708E-07,1.4844E-06,1.9845E-06,1.4995E-06,6.5108E-07,7.5349E-07,5.9915E-07,8.111E-07,3.1608E-07,2.9912E-07,2.0733E-07,2.1236E-07,2.257E-07,1.3193E-07,1.4539E-07,1.3542E-07,1.0307E-07,6.7139E-08,1.4045E-07,6.4733E-08,6.3185E-08,3.8447E-08,1.9474E-08,9.3026E-09,5.6288E-09,4.8112E-09,2.0864E-09,1.6167E-09,4.2635E-10,0.00003005,0.000018854,3.6307E-06,2.2532E-06,0.00000186,2.1936E-06,1.2222E-06,5.7577E-07,5.4931E-07,3.4979E-07,7.4215E-08,1.4528E-07,3.5959E-08,7.8517E-08,3.4899E-08,6.5485E-08,5.7851E-08,1.8184E-08,1.7403E-08,1.1433E-08,3.1407E-08,1.088E-08,1.1974E-08,2.4574E-08,1.4306E-08,2.1412E-08,8.1528E-09,6.3589E-09,2.4374E-09,0.00013176,0.000094256,0.000050122,0.000020538
40,0.1,300,20.9,23,0.01931,0.0032307,0.012886,0.023792,0.00065319,0.00042254,0.0022462,0.000032474,0.00010043,7.4409E-15,0,1.4299E-06,0,0.000002571,0.000038954,6.4243E-06,0.000017331,1.1825E-06,8.1132E-09,3.2444E-09,3.6069E-10,0.00078129,0.00007911,1.5421E-07,0.002615,0.0017391,1.3661E-07,0.0013715,2.9108E-07,1.7005E-07,1.1213E-08,5.9987E-09,0.00017825,0.00014092,8.9905E-09,2.9409E-07,0.000029006,0.000012575,0.000007743,6.3336E-06,3.9788E-06,1.8591E-06,7.6149E-07,6.196E-07,6.8948E-07,5.8887E-07,7.1306E-07,4.361E-07,3.1323E-07,2.1509E-07,3.2558E-07,2.959E-07,1.703E-07,1.9067E-07,1.9328E-07,1.4667E-07,1.3384E-07,7.6684E-08,1.0786E-07,8.9417E-08,6.4029E-08,3.4052E-08,5.3319E-08,3.7387E-08,4.9676E-08,4.3566E-08,2.6509E-08,1.2127E-08,6.2282E-09,4.1048E-09,2.9526E-09,1.2613E-09,1.0842E-09,2.7803E-10,0.0000244,0.000014282,0.000001688,1.5055E-06,1.2254E-06,9.5373E-07,7.8945E-07,2.512E-07,2.5457E-07,2.1458E-07,6.1672E-08,2.895E-08,2.2654E-08,1.5565E-08,1.612E-08,1.2777E-08,1.1228E-08,1.4114E-08,1.0706E-08,9.0243E-09,5.9651E-09,7.4283E-09,4.9376E-09,4.8469E-09,4.6313E-09,4.4505E-09,2.9611E-09,1.9434E-09,1.962E-09,0.000097503,0.000074791,0.000036186,0.00000595
40,0.1,300,20.8,20,0.03061,0.0050882,0.00083111,0.01342,1.5411E-06,3.8124E-11,1.9492E-06,0.0018149,0.0050847,3.0364E-12,4.3706E-13,0.000013541,0,0.000020256,0.00010065,7.162E-07,4.6087E-06,4.1332E-07,6.1867E-09,2.9851E-09,8.9777E-10,2.2702E-06,1.6659E-07,2.9938E-10,0.00031668,0.00021291,1.6628E-08,0.00030699,4.7424E-09,1.8046E-08,1.3518E-09,3.5745E-09,0.000003044,2.6886E-06,1.3903E-10,6.8682E-08,2.0019E-08,8.3592E-09,5.2294E-09,4.5411E-09,2.8151E-09,1.3374E-09,1.053E-09,8.6097E-10,1.1565E-09,4.1412E-10,8.7637E-10,1.3078E-09,1.0002E-09,3.1007E-10,4.5507E-10,3.5163E-10,5.404E-10,1.3274E-10,1.5416E-10,1.0141E-10,1.0952E-10,1.0656E-10,6.9629E-11,7.6906E-11,8.0221E-11,4.9252E-11,3.2166E-11,9.4102E-11,3.1133E-11,3.2183E-11,1.9455E-11,1.0274E-11,3.6407E-12,2.7932E-12,2.0011E-12,8.7285E-13,6.3249E-13,1.6973E-13,7.6056E-07,4.9722E-07,1.293E-07,7.4336E-08,6.1543E-08,7.9052E-08,4.0512E-08,2.1248E-08,2.0014E-08,1.2011E-08,2.3095E-09,6.5588E-09,1.1982E-09,3.5912E-09,1.2416E-09,2.9694E-09,2.6575E-09,5.737E-10,5.5202E-10,3.557E-10,1.4409E-09,3.5734E-10,4.472E-10,1.1934E-09,5.8347E-10,1.0287E-09,3.2447E-10,2.6336E-10,7.6338E-11,0.000014312,0.000010156,5.5387E-06,3.3359E-06
40,0.1,300,20.8,21,0.03061,0.037223,0.052471,0.10511,0.00002924,2.5388E-09,0.000031506,0.013715,0.03851,2.1409E-12,2.3193E-11,0.000097212,0,0.00014607,0.0008593,7.0671E-06,0.000042414,0.000003779,5.5511E-08,2.6799E-08,7.9621E-09,0.000032459,2.4095E-06,4.3377E-09,0.0027389,0.0018528,1.4471E-07,0.0022281,7.5852E-08,1.7102E-07,1.277E-08,2.769E-08,0.000045147,0.000039721,2.0638E-09,5.8356E-07,0.00000255,1.0536E-06,6.5887E-07,5.7702E-07,3.5812E-07,1.7007E-07,1.3192E-07,1.0785E-07,1.5669E-07,5.2645E-08,1.1963E-07,1.7127E-07,1.3001E-07,3.8746E-08,6.1929E-08,4.8039E-08,7.0257E-08,1.6893E-08,2.0843E-08,1.3506E-08,1.4812E-08,1.3347E-08,9.647E-09,1.0377E-08,1.0946E-08,6.1592E-09,4.3192E-09,1.2626E-08,4.1553E-09,4.3636E-09,2.6378E-09,1.3867E-09,4.592E-10,3.7878E-10,2.55E-10,1.11E-10,7.9779E-11,2.2434E-11,0.000013443,8.8235E-06,2.3698E-06,0.000001377,1.1395E-06,1.4448E-06,7.4912E-07,3.9186E-07,3.6977E-07,2.2376E-07,4.2903E-08,1.1929E-07,2.214E-08,6.534E-08,2.2734E-08,5.3973E-08,4.8322E-08,1.0621E-08,1.0074E-08,6.5738E-09,2.6162E-08,6.6232E-09,8.2335E-09,2.2101E-08,1.0768E-08,1.908E-08,6.0087E-09,4.845E-09,1.4146E-09,0.00013525,0.000096236,0.00005239,0.000031678
40,0.1,300,20.8,22,0.03061,0.12184,0.50182,0.40189,0.0082053,0.0030682,0.010143,0.0069113,0.019654,4.5701E-13,2.0002E-11,0.000066597,0,0.00010262,0.00090608,0.000016216,0.000054916,4.6973E-06,6.1338E-08,2.8848E-08,7.8441E-09,0.0014218,0.00010724,1.9541E-07,0.0059765,0.0039829,3.1133E-07,0.0040676,6.4295E-07,4.0884E-07,2.9948E-08,4.1867E-08,0.00034754,0.00030105,1.6142E-08,1.0265E-06,0.00007293,0.000031264,0.000019503,0.000016394,0.000010164,4.8143E-06,3.3915E-06,2.7706E-06,2.9647E-06,1.5002E-06,2.3739E-06,3.1434E-06,2.3725E-06,9.8906E-07,1.2049E-06,9.5822E-07,1.2832E-06,4.806E-07,4.7236E-07,3.2526E-07,3.3497E-07,3.4289E-07,2.1118E-07,2.3035E-07,2.1657E-07,1.5665E-07,1.055E-07,2.246E-07,1.0157E-07,9.9714E-08,6.0654E-08,3.0854E-08,1.4045E-08,8.8794E-09,7.3134E-09,3.171E-09,2.4408E-09,6.5153E-10,0.000045743,0.000028859,5.8246E-06,3.6179E-06,2.9865E-06,3.5142E-06,1.9599E-06,9.299E-07,8.873E-07,5.654E-07,1.1875E-07,2.3679E-07,5.7659E-08,1.284E-07,5.5916E-08,1.0673E-07,9.4604E-08,2.9067E-08,2.7564E-08,1.8235E-08,5.1287E-08,1.7471E-08,1.9337E-08,4.0978E-08,2.3329E-08,3.5708E-08,1.3296E-08,1.0378E-08,3.8966E-09,0.00021908,0.00015714,0.000083775,0.000037857
40,0.1,300,20.8,23,0.03061,0.0045231,0.019163,0.033101,0.00079776,0.0005458,0.0028194,0.000075754,0.0002343,5.513E-14,2.2239E-12,3.7913E-06,0,6.8186E-06,0.00016744,9.9577E-06,0.000038216,2.6075E-06,4.9609E-08,2.0203E-08,3.6508E-09,0.0008524,0.000086522,1.6875E-07,0.0045961,0.0030805,2.4198E-07,0.00308,4.181E-07,3.0024E-07,1.9788E-08,2.1829E-08,0.00026051,0.00020594,1.3153E-08,8.5465E-07,0.000044,0.000018985,0.000011689,9.6043E-06,6.0368E-06,2.8205E-06,1.1513E-06,9.3679E-07,1.0978E-06,8.9306E-07,0.000001137,6.8607E-07,4.9205E-07,3.2512E-07,5.1883E-07,4.7189E-07,2.6753E-07,2.8932E-07,3.0471E-07,2.298E-07,2.1074E-07,1.1594E-07,1.7252E-07,1.414E-07,1.0209E-07,5.1494E-08,8.3719E-08,5.944E-08,7.7869E-08,6.8656E-08,4.1762E-08,1.9178E-08,9.3881E-09,6.4676E-09,4.4792E-09,1.9131E-09,1.6343E-09,4.2414E-10,0.00003712,0.000021842,2.7017E-06,2.4146E-06,1.9652E-06,0.000001524,1.2643E-06,4.0469E-07,4.1026E-07,3.4636E-07,9.8633E-08,4.6944E-08,3.6276E-08,2.5324E-08,2.5768E-08,2.0716E-08,1.8266E-08,2.2546E-08,1.6931E-08,1.4384E-08,9.6898E-09,1.1915E-08,7.9521E-09,8.0425E-09,7.5262E-09,7.3865E-09,4.8146E-09,3.1601E-09,3.1347E-09,0.00016203,0.00012464,0.000060443,0.000010942
40,0.1,300,20.7,20,0.04851,0.005076,0.00037326,0.013049,5.1913E-07,8.7581E-12,3.9372E-07,0.0021461,0.0060127,8.3796E-10,7.2989E-12,0.000017403,0,0.000026034,0.00020484,5.193E-07,5.3963E-06,4.841E-07,2.1091E-08,1.0376E-08,5.1208E-09,7.0575E-07,5.2074E-08,9.3579E-11,0.00025118,0.00016968,1.3252E-08,0.00038933,2.3165E-09,1.3765E-08,1.0302E-09,7.7568E-09,1.3611E-06,1.1994E-06,6.2023E-11,7.8313E-08,5.8003E-09,2.3997E-09,1.5012E-09,1.3149E-09,8.1581E-10,3.8758E-10,3.051E-10,2.4945E-10,3.5945E-10,1.1991E-10,2.7239E-10,3.9973E-10,3.049E-10,8.9785E-11,1.4144E-10,1.0929E-10,1.6474E-10,3.8467E-11,4.7108E-11,3.0588E-11,3.351E-11,3.0873E-11,2.1642E-11,2.3506E-11,2.4934E-11,1.4273E-11,9.7305E-12,2.9249E-11,9.3903E-12,9.8497E-12,5.9528E-12,3.1401E-12,1.0429E-12,8.5242E-13,5.7978E-13,2.5275E-13,1.8118E-13,4.9751E-14,3.3105E-07,2.188E-07,6.1957E-08,3.562E-08,2.949E-08,3.7809E-08,1.9376E-08,1.0357E-08,9.7557E-09,5.8549E-09,1.1007E-09,3.2445E-09,5.7306E-10,1.7778E-09,5.9384E-10,1.4689E-09,1.3156E-09,2.7294E-10,2.5871E-10,1.6836E-10,7.1246E-10,1.7123E-10,2.1799E-10,6.0934E-10,2.8863E-10,5.2523E-10,1.6051E-10,1.2987E-10,3.6318E-11,9.9431E-06,7.0813E-06,3.8769E-06,2.6339E-06
40,0.1,300,20.7,21,0.04851,0.036402,0.0073584,0.10178,6.1339E-06,1.2954E-10,4.4674E-06,0.01804,0.050651,6.7256E-09,6.8687E-12,0.00014975,0,0.000225,0.0018455,5.3074E-06,0.000053414,4.7606E-06,1.9399E-07,9.4673E-08,4.4925E-08,8.5253E-06,6.3348E-07,1.1404E-09,0.0025977,0.0017639,1.3777E-07,0.0034595,3.0854E-08,1.4573E-07,1.0877E-08,6.9227E-08,0.00001858,0.00001634,8.4897E-10,7.9318E-07,1.4452E-07,5.9927E-08,3.7475E-08,3.2739E-08,2.0316E-08,9.6478E-09,7.4739E-09,6.11E-09,8.6897E-09,2.9869E-09,6.6356E-09,9.5497E-09,7.2772E-09,2.1976E-09,3.4348E-09,2.6646E-09,3.9326E-09,9.5829E-10,1.162E-09,7.5867E-10,8.2567E-10,7.562E-10,5.3522E-10,5.79E-10,6.0712E-10,3.4928E-10,2.4194E-10,7.0005E-10,2.3343E-10,2.433E-10,1.4705E-10,7.7376E-11,2.6128E-11,2.1105E-11,1.4452E-11,6.2981E-12,4.5394E-12,1.2393E-12,4.7202E-06,0.000003106,8.5053E-07,4.9422E-07,0.000000409,5.173E-07,2.6823E-07,1.4132E-07,1.3336E-07,8.0701E-08,1.5369E-08,4.3033E-08,7.9272E-09,2.3606E-08,8.1397E-09,1.947E-08,1.7458E-08,3.8069E-09,3.5994E-09,2.3522E-09,9.4509E-09,2.3772E-09,2.9694E-09,8.0331E-09,3.8847E-09,6.9351E-09,2.1678E-09,1.7488E-09,5.0704E-10,0.00010796,0.000076964,0.000041991,0.000027003
40,0.1,300,20.7,22,0.04851,0.16681,0.7195,0.54298,0.0074759,0.0023398,0.0077618,0.014378,0.040886,6.946E-09,5.5995E-10,0.00015289,1E-22,0.00023559,0.0029925,0.000022939,0.00010499,8.9768E-06,3.2667E-07,1.5664E-07,6.8866E-08,0.001457,0.00011002,2.0045E-07,0.0092119,0.0061862,4.8353E-07,0.0080912,8.4622E-07,6.3677E-07,4.6627E-08,1.3728E-07,0.00046091,0.00039936,2.1415E-08,2.3564E-06,0.00010232,0.000043648,0.000027229,0.000022999,0.000014266,6.7575E-06,4.7637E-06,3.8916E-06,4.3751E-06,2.1046E-06,3.5017E-06,4.6024E-06,3.4701E-06,1.3893E-06,1.7775E-06,1.4134E-06,1.8769E-06,6.7457E-07,6.8802E-07,4.7025E-07,4.8743E-07,4.8164E-07,3.1148E-07,3.3629E-07,3.1945E-07,2.2016E-07,1.5276E-07,3.3187E-07,1.4685E-07,1.4523E-07,8.826E-08,4.5044E-08,1.957E-08,1.2915E-08,1.026E-08,4.4485E-09,3.4011E-09,9.1906E-10,0.000067533,0.000042842,9.0413E-06,5.6189E-06,4.6381E-06,5.4609E-06,3.0472E-06,0.000001455,1.3884E-06,8.8506E-07,1.8414E-07,3.7495E-07,8.9642E-08,2.0342E-07,8.6896E-08,1.6902E-07,1.4988E-07,4.4995E-08,4.2246E-08,2.816E-08,8.1131E-08,2.7135E-08,3.0254E-08,6.6173E-08,3.6922E-08,5.7659E-08,2.1042E-08,1.6391E-08,6.0323E-09,0.00032912,0.00023664,0.00012634,0.000062483
40,0.1,300,20.7,23,0.04851,0.0060955,0.026773,0.044183,0.0009462,0.00069629,0.0035006,0.00015641,0.0004838,8.3294E-10,6.1973E-11,8.6591E-06,0,0.000015577,0.00055126,0.000014058,0.000073016,0.000004978,2.6415E-07,1.0965E-07,3.2022E-08,0.00091053,0.000092616,1.8074E-07,0.007078,0.0047805,3.7552E-07,0.0061231,5.4886E-07,4.6707E-07,3.0757E-08,7.1494E-08,0.00034487,0.00027251,1.7429E-08,1.9618E-06,0.000061527,0.000026418,0.000016264,0.000013427,8.4445E-06,3.9449E-06,1.6045E-06,1.3055E-06,1.6093E-06,1.2486E-06,1.6691E-06,9.9336E-07,7.1141E-07,4.5298E-07,7.6117E-07,6.9288E-07,3.8679E-07,4.0474E-07,4.4264E-07,3.3155E-07,3.0578E-07,1.6157E-07,2.5419E-07,2.0581E-07,1.4985E-07,7.1782E-08,1.2107E-07,8.7005E-08,1.1241E-07,9.9771E-08,6.0635E-08,2.7916E-08,1.3048E-08,9.3895E-09,6.2642E-09,2.675E-09,2.2715E-09,5.9668E-10,0.00005475,0.000032381,4.1768E-06,3.7427E-06,3.0457E-06,2.3577E-06,1.9615E-06,6.3044E-07,6.3938E-07,5.4086E-07,1.5282E-07,7.367E-08,5.6268E-08,3.976E-08,3.988E-08,3.2507E-08,2.8676E-08,3.4859E-08,2.5885E-08,2.2189E-08,1.5187E-08,1.8472E-08,1.2383E-08,1.2875E-08,1.184E-08,1.1828E-08,7.579E-09,4.9594E-09,4.8482E-09,0.00024316,0.00018754,0.000091051,0.000017981
