Z,U,R,n,NH,agn_percent,redshift,Lbol,L12um,W1L,W2L,W3L,W4L,w12_wrong,w23_wrong
0.1,-2.08380934,20.841002,1000,23.5,60,0,1,0.021957016,-10.75330782,-11.68857992,-16.36671823,-20.75936684,0.940698479,4.559377055
0.1,-2.08380934,21.191,300,24,60,0,1,0.00710567,-9.57104594,-10.96780564,-14.95863183,-19.07544228,1.408762364,3.922073785
0.1,-2.08380934,21.091,300,19,60,0,1,0.002006996,-10.62977685,-11.25797062,-13.56817682,-15.66223889,0.624645043,2.304618064
0.1,-2.08380934,21.091,300,19.5,60,0,1,0.002027684,-10.6427082,-11.275457,-13.62986528,-15.93683154,0.629315527,2.346433256
0.1,-2.08380934,21.091,300,20,60,0,1,0.002095147,-10.6824299,-11.32813203,-13.80551622,-16.56427871,0.642595379,2.463018221
0.1,-2.08380934,21.091,300,20.5,60,0,1,0.002326982,-10.78292462,-11.4569765,-14.2025457,-17.61815173,0.672172883,2.716527799
0.1,-2.08380934,21.091,300,21,60,0,1,0.0031716,-11.03945363,-11.75920253,-14.98643979,-18.96988086,0.72107119,3.172999232
0.1,-2.08380934,21.091,300,21.5,60,0,1,0.006909993,-11.21540277,-11.94732293,-15.55879869,-19.86653598,0.734728929,3.53471675
0.1,-2.08380934,21.091,300,22,60,0,1,0.014374805,-11.24229607,-11.9641247,-15.88260474,-20.18397461,0.72400264,3.862809731
0.1,-2.08380934,21.091,300,22.5,60,0,1,0.021660356,-11.23672296,-11.96254101,-16.11745354,-20.28483489,0.727614497,4.111260685
0.1,-2.08380934,21.091,300,23,60,0,1,0.022573272,-11.12938859,-11.90395609,-16.11066051,-20.23671792,0.777150932,4.161461149
0.1,-2.08380934,21.091,300,23.5,60,0,1,0.01721984,-10.75396401,-11.68445986,-15.84003172,-20.04396533,0.935656769,4.097297088
0.1,-2.050951708,20.841002,1000,24,20,0,1,0.008959043,-9.298021306,-10.53361268,-15.46230021,-20.0967538,1.243012861,4.804026895
0.1,-2.050951708,20.741001,1000,19,20,0,1,0.002294379,-10.55402099,-10.96927451,-13.74823173,-16.31754461,0.409069646,2.718175319
0.1,-2.050951708,20.741001,1000,19.5,20,0,1,0.002364342,-10.56270498,-10.98368731,-13.8219671,-16.61148945,0.414918414,2.772553149
0.1,-2.050951708,20.741001,1000,20,20,0,1,0.002610966,-10.59013655,-11.02674706,-14.03822827,-17.24442433,0.430915449,2.932028117
0.1,-2.050951708,20.741001,1000,20.5,20,0,1,0.003483263,-10.65494939,-11.12636388,-14.55633405,-18.24395582,0.466998872,3.321783736
0.1,-2.050951708,20.741001,1000,21,20,0,1,0.0068127,-10.84771803,-11.39550948,-15.49102953,-19.49880451,0.546672567,3.953431964
0.1,-2.050951708,20.741001,1000,21.5,20,0,1,0.015573742,-10.97092514,-11.5422448,-16.24039761,-20.43050365,0.571314171,4.545832935
0.1,-2.050951708,20.741001,1000,22,20,0,1,0.026249832,-11.00394967,-11.55722414,-16.62460456,-20.9892598,0.551987862,4.929732886
0.1,-2.050951708,20.741001,1000,22.5,20,0,1,0.034487746,-11.00300415,-11.55507031,-16.78884073,-21.21695486,0.54992985,5.11144689
0.1,-2.050951708,20.741001,1000,23,20,0,1,0.034322983,-10.88933802,-11.48957396,-16.75235006,-21.17945292,0.598730513,5.142280657
0.1,-2.050951708,20.741001,1000,23.5,20,0,1,0.025750389,-10.50273723,-11.26060733,-16.5030792,-20.97802117,0.758805815,5.112309412
0.1,-2.050951708,21.091,300,24,20,0,1,0.007601783,-9.29967577,-10.532622,-14.91629829,-19.33955644,1.240422809,4.32277764
0.1,-2.050951708,20.991001,300,19,20,0,1,0.002271517,-10.55350308,-10.96873769,-13.73172869,-16.26296631,0.409048289,2.704212839
0.1,-2.050951708,20.991001,300,19.5,20,0,1,0.002291342,-10.56218626,-10.98317497,-13.77207465,-16.47300359,0.414928023,2.729224835
0.1,-2.050951708,20.991001,300,20,20,0,1,0.002364381,-10.58972206,-11.02633058,-13.89347448,-16.9713964,0.430915911,2.804202544
0.1,-2.050951708,20.991001,300,20.5,20,0,1,0.002591634,-10.65472094,-11.12571195,-14.20452073,-17.84728321,0.466565674,3.004301678
0.1,-2.050951708,20.991001,300,21,20,0,1,0.003422469,-10.84798657,-11.39275681,-14.86700756,-19.03642637,0.543489898,3.375677164
0.1,-2.050951708,20.991001,300,21.5,20,0,1,0.007898114,-10.97233818,-11.53893125,-15.47135875,-19.92191042,0.566326924,3.82901299
0.1,-2.050951708,20.991001,300,22,20,0,1,0.016780004,-11.00501762,-11.55366307,-15.8917783,-20.39746918,0.547092839,4.266009562
0.1,-2.050951708,20.991001,300,22.5,20,0,1,0.024913009,-11.00385318,-11.55128121,-16.13384377,-20.55186704,0.545025929,4.530626446
0.1,-2.050951708,20.991001,300,23,20,0,1,0.025549921,-10.88994512,-11.48555648,-16.11900586,-20.50171238,0.593841421,4.582371482
0.1,-2.050951708,20.991001,300,23.5,20,0,1,0.019230995,-10.50300776,-11.25650537,-15.85009383,-20.30106879,0.754196075,4.531422443
1,-2.041531682,20.641001,1000,19,10,0,1,0.002161783,-10.60046299,-10.8071486,-13.87033381,-17.20996001,0.202856725,2.962064327
1,-2.041531682,20.741001,1000,24,10,0,1,5.95E-07,2.455492903,-1.181746197,-7.348517326,-12.4289242,3.615841586,6.033799128
1,-2.041531682,20.641001,1000,19.5,10,0,1,0.003280624,-10.60719869,-10.82969776,-14.51024072,-18.2315828,0.218924465,3.550915322
1,-2.041531682,20.641001,1000,20,10,0,1,0.006599664,-10.62574808,-10.88534961,-15.43092888,-19.3678583,0.256787973,4.393207638
1,-2.041531682,20.641001,1000,20.5,10,0,1,0.014271877,-10.67961832,-11.01297058,-16.39534426,-20.45742696,0.332478393,5.217126831
1,-2.041531682,20.641001,1000,21,10,0,1,0.026613177,-10.76507306,-11.14078469,-16.99141385,-21.22299194,0.375343241,5.682981167
1,-2.041531682,20.641001,1000,21.5,10,0,1,0.036004741,-10.77115937,-11.14497541,-17.16022719,-21.49625117,0.372109579,5.859103177
1,-2.041531682,20.641001,1000,22,10,0,1,0.035615967,-10.65662581,-11.07988493,-17.11864993,-21.46321363,0.422101358,5.88340533
1,-2.041531682,20.641001,1000,22.5,10,0,1,0.026639498,-10.26533854,-10.8472716,-16.86853825,-21.26169069,0.58334358,5.855250164
1,-2.041531682,20.641001,1000,23,10,0,1,0.010258456,-9.039427443,-10.10932221,-16.11767107,-20.61737804,1.078587196,5.821585895
1,-2.041531682,20.641001,1000,23.5,10,0,1,5.03E-04,-5.304471216,-7.813612808,-13.9678186,-18.60932672,2.532508328,5.962391007
1,-2.041531682,20.641001,1000,24,10,0,1,5.84E-07,2.467195999,-1.154038441,-7.693533145,-12.61798908,3.600899208,6.391242517
1,-2.041531682,20.991001,300,24,10,0,1,3.03E-06,1.368856962,-1.405058848,-6.951802902,-11.86720294,2.757784957,5.481647799
1,-2.041531682,20.891001,300,19,10,0,1,0.001753906,-10.6002126,-10.80704742,-13.61902201,-16.94556707,0.203003762,2.733252758
1,-2.041531682,20.891001,300,19.5,10,0,1,0.001994224,-10.60722684,-10.82996272,-14.02164313,-17.89324987,0.21915784,3.095837597
1,-2.041531682,20.891001,300,20,10,0,1,0.00269634,-10.62629124,-10.88615966,-14.73041602,-18.98729022,0.257075498,3.727214972
1,-2.041531682,20.891001,300,20.5,10,0,1,0.004237883,-10.68309948,-11.01750442,-15.59455943,-20.03897126,0.333636341,4.445910126
1,-2.041531682,20.891001,300,21,10,0,1,0.010640001,-10.76625393,-11.1384157,-16.15811492,-20.72988343,0.371712993,4.894176609
1,-2.041531682,20.891001,300,21.5,10,0,1,0.019212805,-10.77219531,-11.14241488,-16.37854905,-20.93107355,0.368429506,5.133280633
1,-2.041531682,20.891001,300,22,10,0,1,0.020274765,-10.6575928,-11.07706833,-16.35952238,-20.88304641,0.418245968,5.180346644
1,-2.041531682,20.891001,300,22.5,10,0,1,0.015272951,-10.26635564,-10.84445745,-16.08714818,-20.68056792,0.579422857,5.126204631
1,-2.041531682,20.891001,300,23,10,0,1,0.005889036,-9.040356983,-10.10654899,-15.28235135,-20.03847787,1.07475595,5.028145966
1,-2.041531682,20.891001,300,23.5,10,0,1,2.90E-04,-5.305411649,-7.811347769,-13.07627548,-18.04744833,2.529170935,5.099501646
1,-2.038341651,20.941,1000,24,80,0,1,6.21E-05,-0.547945559,-3.086143859,-10.12769095,-14.12187303,2.53430154,6.918729325
1,-2.038341651,20.841002,1000,19,80,0,1,0.001810712,-10.67996547,-11.37612624,-13.72617625,-16.52242858,0.694461258,2.350934995
1,-2.038341651,20.841002,1000,19.5,80,0,1,0.002028258,-10.69457954,-11.41529592,-14.2750834,-17.65843092,0.71961846,2.824546739
1,-2.038341651,20.841002,1000,20,80,0,1,0.00277535,-10.73839929,-11.52670482,-15.15603452,-18.89291482,0.788794136,3.562683959
1,-2.038341651,20.841002,1000,20.5,80,0,1,0.004591197,-10.84735466,-11.75738492,-16.12056577,-19.97073195,0.913987242,4.290320584
1,-2.038341651,20.841002,1000,21,80,0,1,0.007579919,-11.06752295,-12.02550146,-16.84925701,-20.65580005,0.964864905,4.749733999
1,-2.038341651,20.841002,1000,21.5,80,0,1,0.013747702,-11.06477815,-12.029896,-16.97610673,-20.79991995,0.971953264,4.866691317
1,-2.038341651,20.841002,1000,22,80,0,1,0.016394331,-10.96278481,-11.97530486,-16.99903803,-20.76712404,1.020138521,4.93372185
1,-2.038341651,20.841002,1000,22.5,80,0,1,0.013190336,-10.58340287,-11.74968666,-16.73287353,-20.57446204,1.176779164,4.871062719
1,-2.038341651,20.841002,1000,23,80,0,1,0.005235754,-9.381027658,-11.01936746,-15.88116247,-19.94498753,1.656895759,4.700904401
1,-2.038341651,20.841002,1000,23.5,80,0,1,2.82E-04,-5.713811051,-8.734628314,-13.66894461,-17.98956412,3.0552652,4.74126802
1,-2.038341651,21.191,300,24,80,0,1,3.90E-05,-0.464813503,-3.175562189,-9.636941239,-13.58672801,2.706248312,6.344425561
1,-2.038341651,21.091,300,19,80,0,1,0.001739404,-10.67924792,-11.37541122,-13.66414208,-16.16074924,0.694465008,2.302906872
1,-2.038341651,21.091,300,19.5,80,0,1,0.001792857,-10.69401835,-11.41500564,-14.14738048,-17.22907195,0.719888688,2.721834839
1,-2.038341651,21.091,300,20,80,0,1,0.001968938,-10.73899451,-11.52761976,-14.95320118,-18.41647592,0.789104665,3.394086732
1,-2.038341651,21.091,300,20.5,80,0,1,0.002403497,-10.84859529,-11.75781219,-15.88227729,-19.40596885,0.913162234,4.09376507
1,-2.038341651,21.091,300,21,80,0,1,0.004263733,-11.06701919,-12.02111051,-16.64414885,-19.98248486,0.96084524,4.585679476
1,-2.038341651,21.091,300,21.5,80,0,1,0.010375596,-11.0650505,-12.02620674,-16.7859049,-20.07797952,0.96781641,4.712952128
1,-2.038341651,21.091,300,22,80,0,1,0.013310726,-10.96216544,-11.97120865,-16.82317138,-20.04050826,1.016473449,4.790213445
1,-2.038341651,21.091,300,22.5,80,0,1,0.010821832,-10.58428343,-11.74657569,-16.53480176,-19.85682238,1.172598877,4.702473384
1,-2.038341651,21.091,300,23,80,0,1,0.004314631,-9.381809988,-11.015918,-15.63752029,-19.2434395,1.652448564,4.480346266
1,-2.038341651,21.091,300,23.5,80,0,1,3.71E-04,-5.730826733,-8.735445625,-13.47757231,-17.40547114,3.038274477,4.564756959
0.1,-2.024338467,20.941,1000,24,80,0,1,0.008024477,-9.68547014,-11.14317651,-15.47094735,-19.9006663,1.471446497,4.197943725
0.1,-2.024338467,20.841002,1000,19,80,0,1,0.001886795,-10.66542697,-11.37579222,-13.48426907,-15.2974922,0.70825112,2.131763138
0.1,-2.024338467,20.841002,1000,19.5,80,0,1,0.001924831,-10.67797482,-11.3916213,-13.57121196,-15.80101992,0.711613975,2.194027916
0.1,-2.024338467,20.841002,1000,20,80,0,1,0.002063347,-10.71547169,-11.43856086,-13.82055917,-16.72320502,0.721288695,2.372914733
0.1,-2.024338467,20.841002,1000,20.5,80,0,1,0.002701377,-10.82046588,-11.56584738,-14.41503891,-18.03490088,0.744482379,2.793328808
0.1,-2.024338467,20.841002,1000,21,80,0,1,0.005537552,-11.05696012,-11.83827013,-15.46218454,-19.49292809,0.783336422,3.516972376
0.1,-2.024338467,20.841002,1000,21.5,80,0,1,0.01423917,-11.31198424,-12.1078153,-16.36242232,-20.55308163,0.800156264,4.115958235
0.1,-2.024338467,20.841002,1000,22,80,0,1,0.021254628,-11.33729253,-12.12583134,-16.56854162,-20.87395751,0.792464516,4.316335937
0.1,-2.024338467,20.841002,1000,22.5,80,0,1,0.027841229,-11.33063154,-12.12473599,-16.70057214,-21.01004382,0.797808276,4.461626312
0.1,-2.024338467,20.841002,1000,23,80,0,1,0.028216001,-11.2266871,-12.06914051,-16.68070455,-20.96875761,0.846962617,4.497359342
0.1,-2.024338467,20.841002,1000,23.5,80,0,1,0.021545311,-10.85684689,-11.85428223,-16.4343758,-20.77798132,1.004542482,4.453791725
0.1,-2.024338467,21.191,300,24,80,0,1,0.006770257,-9.686693947,-11.1399435,-15.01237306,-19.13764452,1.466912795,3.791662083
0.1,-2.024338467,21.091,300,19,80,0,1,0.001877966,-10.6645196,-11.37490832,-13.47518764,-15.19512737,0.708271087,2.125307927
0.1,-2.024338467,21.091,300,19.5,80,0,1,0.001898441,-10.67714626,-11.39077315,-13.54427538,-15.57580865,0.711593502,2.173310093
0.1,-2.024338467,21.091,300,20,80,0,1,0.001964451,-10.71495652,-11.43792761,-13.73818014,-16.35383132,0.721176231,2.30660031
0.1,-2.024338467,21.091,300,20.5,80,0,1,0.002207013,-10.82026209,-11.56530554,-14.17053144,-17.55133112,0.744149477,2.586987332
0.1,-2.024338467,21.091,300,21,80,0,1,0.003039005,-11.05748627,-11.83678074,-14.96399716,-18.94876622,0.781221316,3.078048187
0.1,-2.024338467,21.091,300,21.5,80,0,1,0.006504554,-11.31343912,-12.10387015,-15.6675982,-19.98987226,0.794466623,3.483755747
0.1,-2.024338467,21.091,300,22,80,0,1,0.013182335,-11.33865997,-12.12160101,-15.94149074,-20.24079094,0.786548006,3.757261178
0.1,-2.024338467,21.091,300,22.5,80,0,1,0.019969782,-11.3319736,-12.12041425,-16.15679836,-20.32359948,0.791812025,3.984131133
0.1,-2.024338467,21.091,300,23,80,0,1,0.020984022,-11.22811445,-12.06506175,-16.15360069,-20.27690014,0.841138621,4.034066682
0.1,-2.024338467,21.091,300,23.5,80,0,1,0.016118303,-10.85793007,-11.85003995,-15.88648593,-20.08842249,0.99892175,3.967986176
1,-2.020497151,20.841002,1000,24,40,0,1,2.00E-06,1.032054855,-1.958520325,-7.401537524,-12.39969717,2.978598649,5.319065974
1,-2.020497151,20.741001,1000,19,40,0,1,0.001909844,-10.63471567,-11.08580382,-13.76043791,-16.94741277,0.447396248,2.620623492
1,-2.020497151,20.741001,1000,19.5,40,0,1,0.002432048,-10.64440964,-11.11753881,-14.32393947,-17.99946493,0.469889228,3.120593114
1,-2.020497151,20.741001,1000,20,40,0,1,0.004080436,-10.67474782,-11.20856694,-15.20546857,-19.16806631,0.531806736,3.884723589
1,-2.020497151,20.741001,1000,20.5,40,0,1,0.007831779,-10.74592219,-11.3892998,-16.16001591,-20.23734703,0.644216936,4.650698211
1,-2.020497151,20.741001,1000,21,40,0,1,0.013421836,-10.89594615,-11.60738636,-16.81336553,-20.97542037,0.714779726,5.084665563
1,-2.020497151,20.741001,1000,21.5,40,0,1,0.021006309,-10.89558692,-11.61094271,-16.95977774,-21.19034389,0.71820833,5.231433791
1,-2.020497151,20.741001,1000,22,40,0,1,0.022420287,-10.78693182,-11.55183784,-16.95121046,-21.15537835,0.768481554,5.278288873
1,-2.020497151,20.741001,1000,22.5,40,0,1,0.017211111,-10.40150998,-11.32293806,-16.68783238,-20.95654878,0.927828752,5.226565508
1,-2.020497151,20.741001,1000,23,40,0,1,0.006697321,-9.186944112,-10.58749989,-15.88011395,-20.31710804,1.414862884,5.11699145
1,-2.020497151,20.741001,1000,23.5,40,0,1,3.39E-04,-5.486370042,-8.294731901,-13.69418642,-18.32655236,2.838583738,5.204318053
1,-2.020497151,21.091,300,24,40,0,1,1.09E-04,-2.066365487,-3.97147795,-10.5399338,-14.09587221,1.906354669,6.46554419
1,-2.020497151,20.991001,300,19,40,0,1,0.001720724,-10.63427944,-11.08545826,-13.61468048,-16.62981142,0.447488405,2.496543886
1,-2.020497151,20.991001,300,19.5,40,0,1,0.001825069,-10.64420948,-11.11757924,-14.02672403,-17.59977332,0.470129234,2.861391872
1,-2.020497151,20.991001,300,20,40,0,1,0.00215202,-10.6752544,-11.20952518,-14.75538097,-18.72052563,0.532258388,3.484026317
1,-2.020497151,20.991001,300,20.5,40,0,1,0.002867783,-10.74732242,-11.39021907,-15.649366,-19.73053736,0.643740325,4.197453696
1,-2.020497151,20.991001,300,21,40,0,1,0.005665191,-10.89601453,-11.6035175,-16.32866597,-20.38280388,0.710713084,4.661235206
1,-2.020497151,20.991001,300,21.5,40,0,1,0.013032968,-10.89582053,-11.60724086,-16.50766501,-20.53405398,0.714117108,4.838375808
1,-2.020497151,20.991001,300,22,40,0,1,0.015125729,-10.78769587,-11.54840656,-16.52483619,-20.48866676,0.76411745,4.905551724
1,-2.020497151,20.991001,300,22.5,40,0,1,0.011754765,-10.40222353,-11.31951186,-16.23086248,-20.29163254,0.923521303,4.819438579
1,-2.020497151,20.991001,300,23,40,0,1,0.004588377,-9.187571722,-10.58424153,-15.35224347,-19.65893801,1.410797699,4.627179879
1,-2.020497151,20.991001,300,23.5,40,0,1,2.37E-04,-5.488277597,-8.293171313,-13.10597045,-17.69635166,2.834942295,4.636574963
0.1,-1.966174306,20.941,1000,24,100,0,1,0.007947564,-9.795015182,-11.300543,-15.5665401,-19.95125834,1.520725074,4.125483972
0.1,-1.966174306,20.841002,1000,19,100,0,1,0.001753809,-10.69961856,-11.48318379,-13.37910891,-14.52360767,0.782924565,1.955177284
0.1,-1.966174306,20.841002,1000,19.5,100,0,1,0.001789317,-10.71172703,-11.49746281,-13.4723464,-15.33544638,0.785154034,2.021513189
0.1,-1.966174306,20.841002,1000,20,100,0,1,0.001917287,-10.74723726,-11.53946403,-13.7364565,-16.50006714,0.791801319,2.211039597
0.1,-1.966174306,20.841002,1000,20.5,100,0,1,0.002528692,-10.85486843,-11.66294263,-14.36651467,-17.95115496,0.808201273,2.657485744
0.1,-1.966174306,20.841002,1000,21,100,0,1,0.005404187,-11.07472629,-11.90997595,-15.43426902,-19.47422195,0.837899617,3.417558002
0.1,-1.966174306,20.841002,1000,21.5,100,0,1,0.01535699,-11.40278318,-12.24823216,-16.49528463,-20.67467507,0.850857375,4.105152529
0.1,-1.966174306,20.841002,1000,22,100,0,1,0.021367458,-11.4269112,-12.26726903,-16.65500724,-20.92568911,0.845547642,4.255808952
0.1,-1.966174306,20.841002,1000,22.5,100,0,1,0.027331755,-11.41934246,-12.26658437,-16.76800806,-21.0384837,0.852330762,4.379870444
0.1,-1.966174306,20.841002,1000,23,100,0,1,0.027722487,-11.31879291,-12.214059,-16.75226641,-20.99775941,0.901173354,4.416263549
0.1,-1.966174306,20.841002,1000,23.5,100,0,1,0.021279201,-10.9540905,-12.00362856,-16.51155909,-20.81052801,1.058080697,4.373647641
1,-1.966174306,20.941,1000,24,100,0,1,1.66E-04,-2.602415974,-4.545736526,-11.0375973,-14.54010412,1.942978626,6.385464427
1,-1.966174306,20.841002,1000,19,100,0,1,0.001818898,-10.70069271,-11.49419131,-13.71129648,-16.31944622,0.793122918,2.235951541
1,-1.966174306,20.841002,1000,19.5,100,0,1,0.002006991,-10.71476193,-11.53124628,-14.25327928,-17.52805744,0.81668595,2.694137233
1,-1.966174306,20.841002,1000,20,100,0,1,0.00266348,-10.75567175,-11.63564345,-15.13249895,-18.8024848,0.881701013,3.42696203
1,-1.966174306,20.841002,1000,20.5,100,0,1,0.004410555,-10.86607319,-11.87318858,-16.09814207,-19.92602734,1.012242653,4.144618627
1,-1.966174306,20.841002,1000,21,100,0,1,0.006622548,-11.12231048,-12.1901272,-16.93616355,-20.6343419,1.076423021,4.675747796
1,-1.966174306,20.841002,1000,21.5,100,0,1,0.012038588,-11.12103947,-12.19542441,-17.05076427,-20.75435672,1.083047481,4.77707366
1,-1.966174306,20.841002,1000,22,100,0,1,0.014995847,-11.02226749,-12.14247877,-17.0787509,-20.72494594,1.129672908,4.846106316
1,-1.966174306,20.841002,1000,22.5,100,0,1,0.012388344,-10.64556345,-11.91814233,-16.8254113,-20.53520603,1.284948644,4.794301241
1,-1.966174306,20.841002,1000,23,100,0,1,0.004986755,-9.448118119,-11.18929789,-15.97936634,-19.91075774,1.761709431,4.627817632
1,-1.966174306,20.841002,1000,23.5,100,0,1,2.83E-04,-5.793321382,-8.904524064,-13.78408,-17.97543246,3.147640533,4.685583529
0.1,-1.966174306,21.191,300,24,100,0,1,0.006415507,-9.796533247,-11.29699662,-15.07133403,-19.22078719,1.515537059,3.681255194
0.1,-1.966174306,21.091,300,19,100,0,1,0.001746173,-10.69872021,-11.4822777,-13.37064209,-14.33339778,0.782920063,1.949435812
0.1,-1.966174306,21.091,300,19.5,100,0,1,0.001767124,-10.71088811,-11.49661848,-13.44719404,-15.01627206,0.785149369,2.002776834
0.1,-1.966174306,21.091,300,20,100,0,1,0.001831525,-10.74670115,-11.53881153,-13.65926418,-16.08229951,0.791687764,2.150288666
0.1,-1.966174306,21.091,300,20.5,100,0,1,0.002079521,-10.85465617,-11.66244779,-14.13473327,-17.46379289,0.80792991,2.463588466
0.1,-1.966174306,21.091,300,21,100,0,1,0.002916381,-11.07530172,-11.90891081,-14.92839826,-18.93484046,0.836190938,2.970951882
0.1,-1.966174306,21.091,300,21.5,100,0,1,0.006229294,-11.40408595,-12.24374926,-15.77433539,-20.12166059,0.844759846,3.446304052
0.1,-1.966174306,21.091,300,22,100,0,1,0.012063019,-11.42846043,-12.26271701,-16.00266904,-20.31270893,0.839096556,3.669429567
0.1,-1.966174306,21.091,300,22.5,100,0,1,0.018309694,-11.42097187,-12.26207516,-16.19773464,-20.37882673,0.845829918,3.874011401
0.1,-1.966174306,21.091,300,23,100,0,1,0.019424309,-11.32044253,-12.20973253,-16.20047386,-20.33380685,0.894858057,3.9262379
0.1,-1.966174306,21.091,300,23.5,100,0,1,0.015028204,-10.95534632,-11.99898767,-15.93838867,-20.14967418,1.051844213,3.860080036
1,-1.966174306,21.191,300,24,100,0,1,1.20E-04,-2.181844838,-4.225888768,-10.67518622,-14.18442461,2.044307874,6.346472613
1,-1.966174306,21.091,300,19,100,0,1,0.00175949,-10.69985477,-11.49347673,-13.65942898,-15.94167666,0.793243102,2.19647123
1,-1.966174306,21.091,300,19.5,100,0,1,0.001810428,-10.71409881,-11.53076084,-14.1454306,-17.1103835,0.816860606,2.607948344
1,-1.966174306,21.091,300,20,100,0,1,0.001975143,-10.75611229,-11.63625818,-14.95825371,-18.35046682,0.881868732,3.281436864
1,-1.966174306,21.091,300,20.5,100,0,1,0.002418537,-10.86704798,-11.87366361,-15.87832858,-19.39332954,1.011730617,3.961011561
1,-1.966174306,21.091,300,21,100,0,1,0.0035239,-11.12170059,-12.18573672,-16.76506868,-19.97947112,1.072507242,4.54093524
1,-1.966174306,21.091,300,21.5,100,0,1,0.008893526,-11.12128466,-12.19165371,-16.89230524,-20.05641043,1.078851133,4.650753325
1,-1.966174306,21.091,300,22,100,0,1,0.012139918,-11.02316806,-12.13933082,-16.9333468,-20.024434,1.125421073,4.72813785
1,-1.966174306,21.091,300,22.5,100,0,1,0.010205371,-10.64688335,-11.91536904,-16.6610245,-19.84566353,1.280656806,4.654839309
1,-1.966174306,21.091,300,23,100,0,1,0.00414695,-9.44935061,-11.18633002,-15.77778612,-19.24295252,1.757278261,4.445149727
1,-1.966174306,21.091,300,23.5,100,0,1,5.76E-04,-5.923457116,-8.932647158,-13.73101387,-17.46223579,3.041335732,4.627178921
0.1,-1.961777362,20.641001,1000,19,0,0,1,0.002451071,-10.51311266,-10.78782371,-13.83073467,-16.52782901,0.267614704,2.957777101
0.1,-1.961777362,20.741001,1000,24,0,0,1,0.010110967,-9.129402845,-10.21586329,-15.6877603,-20.34432518,1.089806384,5.329713264
0.1,-1.961777362,20.641001,1000,19.5,0,0,1,0.002575294,-10.51818989,-10.79696278,-13.91312317,-16.80784359,0.271817483,3.023621046
0.1,-1.961777362,20.641001,1000,20,0,0,1,0.002983921,-10.53438501,-10.82520912,-14.14670408,-17.40940382,0.28428177,3.21059005
0.1,-1.961777362,20.641001,1000,20.5,0,0,1,0.004396828,-10.58297149,-10.90861625,-14.6963306,-18.3735028,0.320293307,3.645553374
0.1,-1.961777362,20.641001,1000,21,0,0,1,0.009327645,-10.72542516,-11.13307303,-15.62624274,-19.56960223,0.405156959,4.322366517
0.1,-1.961777362,20.641001,1000,21.5,0,0,1,0.021198219,-10.80978278,-11.23345508,-16.43869123,-20.51675253,0.4212894,5.038172594
0.1,-1.961777362,20.641001,1000,22,0,0,1,0.035668888,-10.85192822,-11.2487246,-16.91194032,-21.16364977,0.392355065,5.50976294
0.1,-1.961777362,20.641001,1000,22.5,0,0,1,0.044864894,-10.8557925,-11.24524203,-17.0754228,-21.43778122,0.383602021,5.689697492
0.1,-1.961777362,20.641001,1000,23,0,0,1,0.042840015,-10.73723167,-11.17447004,-17.02000453,-21.40601755,0.431899802,5.705601997
0.1,-1.961777362,20.641001,1000,23.5,0,0,1,0.031727171,-10.3441849,-10.94071992,-16.77379738,-21.2006789,0.593529132,5.685090855
0.1,-1.961777362,20.641001,1000,24,0,0,1,0.012195976,-9.117318963,-10.20572471,-16.03462393,-20.55012189,1.092013087,5.665701822
0.1,-1.961777362,20.991001,300,24,0,0,1,0.007842266,-9.131512575,-10.21784761,-14.95626131,-19.66058466,1.089903984,4.66984571
0.1,-1.961777362,20.891001,300,19,0,0,1,0.002408691,-10.51276394,-10.78750057,-13.80600875,-16.48247553,0.267642913,2.935507131
0.1,-1.961777362,20.891001,300,19.5,0,0,1,0.002438867,-10.51789945,-10.79656594,-13.83871899,-16.69315342,0.271713995,2.955742189
0.1,-1.961777362,20.891001,300,20,0,0,1,0.002540062,-10.53410322,-10.82476045,-13.93935489,-17.18609733,0.284112077,3.018245419
0.1,-1.961777362,20.891001,300,20.5,0,0,1,0.002882955,-10.58285156,-10.90765659,-14.22089235,-18.05541478,0.319421037,3.192606711
0.1,-1.961777362,20.891001,300,21,0,0,1,0.004052342,-10.72526866,-11.12967208,-14.8252032,-19.19821576,0.401768974,3.537821857
0.1,-1.961777362,20.891001,300,21.5,0,0,1,0.009622747,-10.80969459,-11.23060593,-15.5334298,-20.09615341,0.41842978,4.161153554
0.1,-1.961777362,20.891001,300,22,0,0,1,0.019870144,-10.85160073,-11.24568624,-16.03160928,-20.66071655,0.389575343,4.683558074
0.1,-1.961777362,20.891001,300,22.5,0,0,1,0.028454421,-10.85605259,-11.24306408,-16.25446433,-20.85154027,0.381114802,4.935112033
0.1,-1.961777362,20.891001,300,23,0,0,1,0.028033245,-10.7376888,-11.17246078,-16.2173366,-20.80126342,0.429376612,4.970343271
0.1,-1.961777362,20.891001,300,23.5,0,0,1,0.020847647,-10.34454576,-10.93873476,-15.95730686,-20.59625797,0.5911386,4.934835798
0.1,-1.959793372,20.841002,1000,24,40,0,1,0.00878552,-9.434439778,-10.76938811,-15.53029925,-20.11181555,1.345137947,4.62684251
0.1,-1.959793372,20.741001,1000,19,40,0,1,0.002161306,-10.59126274,-11.11953634,-13.66835547,-16.08064166,0.523290706,2.512072736
0.1,-1.959793372,20.741001,1000,19.5,40,0,1,0.00222354,-10.59961162,-11.13220739,-13.74572405,-16.41848839,0.527711745,2.57007697
