Z,U,R,n,NH,agn_percent,redshift,Lbol,L12um,W1L,W2L,W3L,W4L,w12_wrong,w23_wrong
0.1,-3.250959731,21.591,300,20,20,0,1,0.0028989,-10.93762209,-11.49442166,-14.27977967,-16.48662873,0.557063792,2.702156454
0.1,-3.250959731,21.591,300,20.5,20,0,1,0.003499157,-10.9386516,-11.49587982,-14.38376174,-16.67212484,0.557493972,2.812344252
0.1,-3.250959731,21.591,300,21,20,0,1,0.005323284,-10.94772537,-11.50306009,-14.63189225,-17.0537268,0.555423039,3.072768439
0.1,-3.250959731,21.591,300,21.5,20,0,1,0.010283589,-10.97063084,-11.51762257,-15.09078186,-17.53786025,0.546430369,3.547591986
0.1,-3.250959731,21.591,300,22,20,0,1,0.020039871,-11.00345843,-11.53514344,-15.63368643,-17.96116328,0.529862359,4.097834138
0.1,-3.250959731,21.591,300,22.5,20,0,1,0.028107959,-10.99745796,-11.53076043,-15.90358156,-18.07950231,0.530825783,4.382371125
0.1,-3.250959731,21.591,300,23,20,0,1,0.027497129,-10.88072212,-11.46337676,-15.87233931,-18.03665519,0.58088994,4.416473521
0.1,-3.250959731,21.591,300,23.5,20,0,1,0.020558846,-10.4926882,-11.23376984,-15.59462315,-17.84101461,0.741770898,4.360228526
1,-3.241542311,21.241001,1000,19.5,10,0,1,0.001866576,-10.74063823,-11.06410733,-14.48332278,-17.38104574,0.322967579,3.277615736
1,-3.241542311,21.241001,1000,20,10,0,1,0.003568956,-10.81169263,-11.17152258,-14.93669836,-18.29309444,0.360176418,3.633083007
1,-3.241542311,21.241001,1000,20.5,10,0,1,0.008912517,-10.82925834,-11.17990001,-15.3473929,-19.02522347,0.349994797,4.078255056
1,-3.241542311,21.241001,1000,21,10,0,1,0.019125493,-10.86201733,-11.19771594,-15.82640209,-19.58268109,0.333314771,4.578419165
1,-3.241542311,21.241001,1000,21.5,10,0,1,0.027912133,-10.85818219,-11.19687564,-16.09078169,-19.71893843,0.335282351,4.861444636
1,-3.241542311,21.241001,1000,22,10,0,1,0.02763865,-10.74165094,-11.12968737,-16.06264234,-19.6667398,0.385200593,4.900284114
1,-3.241542311,21.241001,1000,22.5,10,0,1,0.020565604,-10.35010296,-10.89689784,-15.79143063,-19.46748928,0.546294805,4.852853338
1,-3.241542311,21.241001,1000,23,10,0,1,0.00792796,-9.125225647,-10.16151477,-14.97950848,-18.83674724,1.042387449,4.756779654
1,-3.241542311,21.241001,1000,23.5,10,0,1,3.91E-04,-5.389891812,-7.875698546,-12.70527204,-16.88039214,2.505162049,4.753992865
1,-3.241542311,21.341002,1000,24,10,0,1,1.40E-06,2.201259586,-1.28579733,-6.6100987,-10.69017236,3.464888223,5.298249256
1,-3.241542311,21.241001,1000,19,10,0,1,0.001703635,-10.6427443,-10.88836001,-13.87808218,-16.48407352,0.242873267,2.880446672
1,-3.241542311,21.591,300,24,10,0,1,8.10E-06,0.517205236,-1.769387641,-7.342849475,-9.947233287,2.280835065,5.563867894
1,-3.241542311,21.491001,300,19,10,0,1,0.001689143,-10.63890835,-10.88678526,-13.86704909,-16.13193396,0.245228174,2.872526003
1,-3.241542311,21.491001,300,19.5,10,0,1,0.001833483,-10.73991163,-11.0676012,-14.45617848,-16.7189241,0.327376502,3.250556399
1,-3.241542311,21.491001,300,20,10,0,1,0.003497712,-10.80522659,-11.1658246,-14.86701611,-17.42489199,0.360998755,3.577242749
1,-3.241542311,21.491001,300,20.5,10,0,1,0.008732723,-10.82276868,-11.17400842,-15.26066705,-18.04891134,0.350660972,4.009723874
1,-3.241542311,21.491001,300,21,10,0,1,0.018771402,-10.85502418,-11.19110121,-15.73505396,-18.52774258,0.333796084,4.507738596
1,-3.241542311,21.491001,300,21.5,10,0,1,0.027368673,-10.85133184,-11.19011637,-16.00251431,-18.64137835,0.335498401,4.792904762
1,-3.241542311,21.491001,300,22,10,0,1,0.027004808,-10.73466735,-11.12317188,-15.9746708,-18.59470789,0.385816562,4.831132088
1,-3.241542311,21.491001,300,22.5,10,0,1,0.020100445,-10.34301758,-10.89026743,-15.70008253,-18.39816388,0.54689896,4.780523917
1,-3.241542311,21.491001,300,23,10,0,1,0.007748509,-9.117699604,-10.15419485,-14.87866249,-17.77247635,1.042714618,4.67585263
1,-3.241542311,21.491001,300,23.5,10,0,1,3.84E-04,-5.383593127,-7.868408269,-12.59815891,-15.83172788,2.504301612,4.666482502
1,-3.238297632,21.541,1000,24,80,0,1,1.03E-04,-1.911998762,-4.078788557,-10.55700621,-14.01298312,2.167062223,6.371675557
1,-3.238297632,21.441,1000,19,80,0,1,0.001846977,-10.76880735,-11.47386174,-14.44189841,-15.68364475,0.704381873,2.889069681
1,-3.238297632,21.441,1000,19.5,80,0,1,0.002183233,-10.96210262,-11.6964543,-15.33018345,-16.82559008,0.736273182,3.503066783
1,-3.238297632,21.441,1000,20,80,0,1,0.003882305,-11.17281056,-11.92651578,-15.96767472,-17.85085623,0.75771157,3.88345898
1,-3.238297632,21.441,1000,20.5,80,0,1,0.007607405,-11.18659293,-11.94143614,-16.20079599,-18.22517425,0.758699925,4.114681776
1,-3.238297632,21.441,1000,21,80,0,1,0.014925661,-11.20226392,-11.96109263,-16.51931186,-18.59441563,0.762454695,4.433291493
1,-3.238297632,21.441,1000,21.5,80,0,1,0.023252454,-11.19370832,-11.96849715,-16.79606554,-18.69633351,0.778418791,4.716633559
1,-3.238297632,21.441,1000,22,80,0,1,0.024995436,-11.08997677,-11.91460005,-16.79123576,-18.69818958,0.82913578,4.766674551
1,-3.238297632,21.441,1000,22.5,80,0,1,0.019063996,-10.71020371,-11.68912712,-16.54706821,-18.52346716,0.985914169,4.738639952
1,-3.238297632,21.441,1000,23,80,0,1,0.007455317,-9.509001114,-10.96263575,-15.7801269,-17.90984645,1.467558827,4.678495871
1,-3.238297632,21.441,1000,23.5,80,0,1,4.05E-04,-5.843638837,-8.696944419,-13.55259004,-16.05042289,2.880461683,4.704500639
1,-3.238297632,21.791,300,24,80,0,1,3.11E-05,-0.677933797,-2.998438343,-9.126889303,-12.76933155,2.31863687,6.034879119
1,-3.238297632,21.691,300,19,80,0,1,0.001823509,-10.75747981,-11.46365407,-14.44119174,-15.33277856,0.705558267,2.89814531
1,-3.238297632,21.691,300,19.5,80,0,1,0.002156954,-10.95512871,-11.69131069,-15.32791003,-16.11423175,0.738230678,3.505688582
1,-3.238297632,21.691,300,20,80,0,1,0.003801232,-11.15826449,-11.91267356,-15.94242833,-16.89693457,0.758394288,3.873135114
1,-3.238297632,21.691,300,20.5,80,0,1,0.007399529,-11.1717912,-11.92754019,-16.17184277,-17.23020306,0.759577547,4.10074923
1,-3.238297632,21.691,300,21,80,0,1,0.014412536,-11.18714951,-11.94684593,-16.47634325,-17.59989002,0.763333038,4.405716996
1,-3.238297632,21.691,300,21.5,80,0,1,0.02217035,-11.17923333,-11.95469582,-16.71808264,-17.7749871,0.779207407,4.653126753
1,-3.238297632,21.691,300,22,80,0,1,0.023685437,-11.07566845,-11.90116469,-16.70364072,-17.83958845,0.830139546,4.693022968
1,-3.238297632,21.691,300,22.5,80,0,1,0.018233695,-10.69623902,-11.67623186,-16.46393809,-17.71836937,0.987122366,4.668575572
1,-3.238297632,21.691,300,23,80,0,1,0.007253636,-9.494626443,-10.94936569,-15.70381413,-17.18717117,1.468780445,4.614530258
1,-3.238297632,21.691,300,23.5,80,0,1,7.70E-04,-6.068667179,-8.754581346,-13.68065036,-15.84477804,2.706965848,4.787051019
0.1,-3.224316751,21.541,1000,24,80,0,1,0.00794149,-9.671272502,-11.11066898,-15.07070792,-17.29333225,1.452844501,3.90766099
0.1,-3.224316751,21.441,1000,19,80,0,1,0.001972756,-10.73915765,-11.45710012,-13.64367846,-15.15480031,0.716567166,2.192586341
0.1,-3.224316751,21.441,1000,19.5,80,0,1,0.002216357,-10.89846722,-11.63119886,-13.97851126,-15.52038564,0.73302065,2.323970564
0.1,-3.224316751,21.441,1000,20,80,0,1,0.002994371,-11.24432783,-12.0015038,-14.5347258,-16.37553537,0.760930788,2.469207873
0.1,-3.224316751,21.441,1000,20.5,80,0,1,0.003561256,-11.25767128,-12.01570154,-14.66196054,-16.79709366,0.761897886,2.579739357
0.1,-3.224316751,21.441,1000,21,80,0,1,0.005207322,-11.27846558,-12.03654993,-14.91555999,-17.40743146,0.762016712,2.815290199
0.1,-3.224316751,21.441,1000,21.5,80,0,1,0.009747126,-11.30950905,-12.06446965,-15.34851886,-17.99231671,0.758718431,3.234728138
0.1,-3.224316751,21.441,1000,22,80,0,1,0.018836359,-11.34111862,-12.08963489,-15.8933407,-18.48301633,0.751714049,3.769024354
0.1,-3.224316751,21.441,1000,22.5,80,0,1,0.026513542,-11.33832208,-12.09535771,-16.14915358,-18.61058044,0.760164867,4.027848681
0.1,-3.224316751,21.441,1000,23,80,0,1,0.026425682,-11.23181377,-12.03804418,-16.12126628,-18.57410103,0.810199554,4.056229341
0.1,-3.224316751,21.441,1000,23.5,80,0,1,0.020054455,-10.86100348,-11.82192099,-15.86580244,-18.39336368,0.967348943,4.008220699
0.1,-3.224316751,21.791,300,24,80,0,1,0.007762535,-9.646360537,-11.08563476,-14.99475395,-16.49072333,1.453596666,3.857784063
0.1,-3.224316751,21.691,300,19,80,0,1,0.001946912,-10.72577695,-11.44369221,-13.63116318,-15.09287887,0.716532868,2.193501428
0.1,-3.224316751,21.691,300,19.5,80,0,1,0.00218836,-10.88609394,-11.61846898,-13.96696799,-15.33411932,0.732653637,2.325403
0.1,-3.224316751,21.691,300,20,80,0,1,0.002953251,-11.23413553,-11.98993839,-14.52078173,-15.89558761,0.759526099,2.467712653
0.1,-3.224316751,21.691,300,20.5,80,0,1,0.003494765,-11.24758341,-12.0041516,-14.64149463,-16.14606621,0.760402608,2.572442659
0.1,-3.224316751,21.691,300,21,80,0,1,0.005072113,-11.26803597,-12.02480081,-14.88377853,-16.57337941,0.760653837,2.797993261
0.1,-3.224316751,21.691,300,21.5,80,0,1,0.009463623,-11.29863731,-12.05253003,-15.31369613,-17.00121992,0.757616032,3.214261597
0.1,-3.224316751,21.691,300,22,80,0,1,0.018284013,-11.32965771,-12.0778258,-15.85736131,-17.40403433,0.751367146,3.746623991
0.1,-3.224316751,21.691,300,22.5,80,0,1,0.025626108,-11.32568868,-12.08300191,-16.08256711,-17.55393093,0.76052283,3.977086488
0.1,-3.224316751,21.691,300,23,80,0,1,0.025538247,-11.21808539,-12.0249773,-16.05488692,-17.53852767,0.810995035,4.006253981
0.1,-3.224316751,21.691,300,23.5,80,0,1,0.019411852,-10.84543332,-11.80755699,-15.79793523,-17.37756742,0.968768875,3.95777641
1,-3.220475657,21.441,1000,24,40,0,1,4.26E-06,0.883014573,-2.057600544,-7.410375517,-10.86377147,2.927387734,5.290050647
1,-3.220475657,21.341002,1000,19,40,0,1,0.001759339,-10.69616825,-11.1747805,-14.15272114,-16.15724467,0.476026425,2.887103161
1,-3.220475657,21.341002,1000,19.5,40,0,1,0.001978612,-10.83255263,-11.3695963,-14.92737562,-17.10643965,0.536993059,3.422680224
1,-3.220475657,21.341002,1000,20,40,0,1,0.003509679,-10.97992211,-11.55824535,-15.51488905,-18.06488375,0.580155067,3.80306141
1,-3.220475657,21.341002,1000,20.5,40,0,1,0.008098922,-10.99285941,-11.56933632,-15.80100793,-18.60692793,0.577873389,4.104423539
1,-3.220475657,21.341002,1000,21,40,0,1,0.017040013,-11.01343117,-11.58744083,-16.18005934,-19.06855533,0.574627571,4.496227479
1,-3.220475657,21.341002,1000,21.5,40,0,1,0.025364287,-11.00448016,-11.59060995,-16.43331397,-19.18133118,0.586479034,4.761844328
1,-3.220475657,21.341002,1000,22,40,0,1,0.02611082,-10.89362546,-11.52987091,-16.4173247,-19.14449379,0.637359437,4.807228424
1,-3.220475657,21.341002,1000,22.5,40,0,1,0.019646531,-10.50766456,-11.30024242,-16.16083302,-18.95248889,0.796153237,4.770582623
1,-3.220475657,21.341002,1000,23,40,0,1,0.007618492,-9.294396584,-10.56863469,-15.37446096,-18.32765944,1.284724737,4.694881953
1,-3.220475657,21.341002,1000,23.5,40,0,1,3.88E-04,-5.596244077,-8.292417509,-13.12773478,-16.38536379,2.720297871,4.710149475
1,-3.220475657,21.691,300,24,40,0,1,3.68E-05,-0.350578271,-2.689612711,-9.3907054,-13.16090067,2.338483756,6.593340709
1,-3.220475657,21.591,300,19,40,0,1,0.001743838,-10.68951185,-11.16972925,-14.15144145,-15.82148867,0.477698387,2.891000909
1,-3.220475657,21.591,300,19.5,40,0,1,0.001955688,-10.82971076,-11.36971037,-14.92200554,-16.42921309,0.540112117,3.417728844
1,-3.220475657,21.591,300,20,40,0,1,0.003451991,-10.97032298,-11.54926948,-15.48081172,-17.14763301,0.580784998,3.78050318
1,-3.220475657,21.591,300,20.5,40,0,1,0.007943273,-10.98310075,-11.56022355,-15.76149748,-17.59536078,0.578518589,4.077385798
1,-3.220475657,21.591,300,21,40,0,1,0.016651403,-11.00378156,-11.5780255,-16.12941557,-18.00132867,0.57489179,4.459098312
1,-3.220475657,21.591,300,21.5,40,0,1,0.024592761,-10.99505076,-11.58108657,-16.35698559,-18.12905466,0.586482545,4.699410206
1,-3.220475657,21.591,300,22,40,0,1,0.025198848,-10.88437877,-11.52070567,-16.33686817,-18.11610323,0.637567171,4.740164349
1,-3.220475657,21.591,300,22.5,40,0,1,0.018959238,-10.49822399,-11.29107846,-16.07846864,-17.93347594,0.796553612,4.701216346
1,-3.220475657,21.591,300,23,40,0,1,0.007355963,-9.284649735,-10.55898543,-15.28889955,-17.31431795,1.284941489,4.621926376
1,-3.220475657,21.591,300,23.5,40,0,1,3.80E-04,-5.587540821,-8.282064549,-13.046882,-15.40820462,2.718723133,4.641937281
0.1,-3.16615195,21.541,1000,24,100,0,1,0.007892528,-9.789506904,-11.2706988,-15.1304178,-17.29825111,1.495894321,3.799968317
0.1,-3.16615195,21.441,1000,19,100,0,1,0.001843578,-10.77118836,-11.55585897,-13.56428299,-14.30642385,0.784505318,2.044911363
0.1,-3.16615195,21.441,1000,19.5,100,0,1,0.002088213,-10.92567888,-11.71431262,-13.93502729,-15.01377102,0.789700387,2.220237511
0.1,-3.16615195,21.441,1000,20,100,0,1,0.002962965,-11.31999559,-12.11907476,-14.59128758,-16.29493629,0.803619831,2.418085596
0.1,-3.16615195,21.441,1000,20.5,100,0,1,0.003538387,-11.34809298,-12.14813574,-14.74160152,-16.87000357,0.804822857,2.53207353
0.1,-3.16615195,21.441,1000,21,100,0,1,0.00508622,-11.37211229,-12.17203769,-14.98959647,-17.50686295,0.804795822,2.754243265
0.1,-3.16615195,21.441,1000,21.5,100,0,1,0.009416635,-11.40537852,-12.20272501,-15.40476164,-18.04017465,0.802123542,3.14879114
0.1,-3.16615195,21.441,1000,22,100,0,1,0.01819337,-11.43614147,-12.22826447,-15.93657533,-18.50010062,0.796459043,3.667493771
0.1,-3.16615195,21.441,1000,22.5,100,0,1,0.025665465,-11.43525173,-12.23709674,-16.18776793,-18.62293853,0.806221067,3.918010447
0.1,-3.16615195,21.441,1000,23,100,0,1,0.025710339,-11.3317804,-12.18286709,-16.16126513,-18.58992221,0.856332039,3.944662285
0.1,-3.16615195,21.441,1000,23.5,100,0,1,0.019631535,-10.96626461,-11.97141745,-15.91096261,-18.41524633,1.012852696,3.896811032
1,-3.16615195,21.541,1000,24,100,0,1,2.38E-04,-4.04257689,-5.782002186,-11.3426301,-14.33178761,1.742339298,5.475581391
1,-3.16615195,21.441,1000,19,100,0,1,0.001866872,-10.78751915,-11.58016065,-14.48233655,-15.45811038,0.792930342,2.844104704
1,-3.16615195,21.441,1000,19.5,100,0,1,0.002185797,-10.97450648,-11.78153776,-15.39156286,-16.73908214,0.8094653,3.500414024
1,-3.16615195,21.441,1000,20,100,0,1,0.003798744,-11.25738464,-12.07412883,-16.15112765,-17.98632588,0.821761152,3.925919156
1,-3.16615195,21.441,1000,20.5,100,0,1,0.007014859,-11.27253364,-12.09066303,-16.36038409,-18.30607935,0.823064626,4.125426338
1,-3.16615195,21.441,1000,21,100,0,1,0.013455134,-11.28795685,-12.11094011,-16.65471278,-18.63132008,0.827798047,4.413273179
1,-3.16615195,21.441,1000,21.5,100,0,1,0.021682623,-11.27942154,-12.11928488,-16.94282792,-18.7217751,0.844709425,4.705322585
1,-3.16615195,21.441,1000,22,100,0,1,0.02418052,-11.17872532,-12.06850221,-16.95460406,-18.74077415,0.895547364,4.768775582
1,-3.16615195,21.441,1000,22.5,100,0,1,0.018617383,-10.80188521,-11.84517057,-16.71351966,-18.57544628,1.051543669,4.741195098
1,-3.16615195,21.441,1000,23,100,0,1,0.007319406,-9.605370364,-11.12082739,-15.94711739,-17.97078897,1.530604471,4.678484337
1,-3.16615195,21.441,1000,23.5,100,0,1,4.34E-04,-5.953286651,-8.859977034,-13.73541993,-16.19363839,2.93480557,4.715655344
0.1,-3.16615195,21.791,300,24,100,0,1,0.007797476,-9.763538995,-11.24410208,-15.05964352,-16.55382015,1.496033833,3.756464603
0.1,-3.16615195,21.691,300,19,100,0,1,0.001820693,-10.75792685,-11.5425015,-13.55216802,-14.19644767,0.784405769,2.046156283
0.1,-3.16615195,21.691,300,19.5,100,0,1,0.002061469,-10.91336637,-11.70166808,-13.92413559,-14.72107515,0.789353697,2.222277846
0.1,-3.16615195,21.691,300,20,100,0,1,0.00292087,-11.30967115,-12.10717693,-14.57676985,-15.67262248,0.802000551,2.41665506
0.1,-3.16615195,21.691,300,20.5,100,0,1,0.003465801,-11.33843246,-12.13674688,-14.7186437,-16.08291749,0.803044316,2.522837873
0.1,-3.16615195,21.691,300,21,100,0,1,0.004929353,-11.36221271,-12.16049482,-14.95204374,-16.59891565,0.803099375,2.732034622
0.1,-3.16615195,21.691,300,21.5,100,0,1,0.0091004,-11.39490958,-12.19093794,-15.36522193,-17.01508067,0.800756385,3.124172149
0.1,-3.16615195,21.691,300,22,100,0,1,0.017608882,-11.42525181,-12.21685971,-15.89905124,-17.40334402,0.795926586,3.643420506
0.1,-3.16615195,21.691,300,22.5,100,0,1,0.024708291,-11.42352809,-12.22549963,-16.11368115,-17.55389462,0.806420128,3.859521618
0.1,-3.16615195,21.691,300,23,100,0,1,0.024774948,-11.31850801,-12.17002282,-16.08716378,-17.54566573,0.85687714,3.887312368
0.1,-3.16615195,21.691,300,23.5,100,0,1,0.018974194,-10.95110816,-11.95710983,-15.83758943,-17.40626833,1.013905792,3.841189144
1,-3.16615195,21.791,300,24,100,0,1,8.50E-05,-1.454476454,-3.798081925,-10.27842434,-13.73412927,2.346565662,6.377811225
1,-3.16615195,21.691,300,19,100,0,1,0.001843242,-10.77614198,-11.56948947,-14.48322246,-15.07964662,0.793673936,2.855325595
1,-3.16615195,21.691,300,19.5,100,0,1,0.002158113,-10.96752764,-11.77571853,-15.39138544,-16.02654875,0.81073367,3.50589747
1,-3.16615195,21.691,300,20,100,0,1,0.003713135,-11.24277118,-12.06002692,-16.12644935,-17.00521023,0.822247373,3.916496382
1,-3.16615195,21.691,300,20.5,100,0,1,0.006812654,-11.25786154,-12.07669095,-16.33260433,-17.30668514,0.823725536,4.112825953
1,-3.16615195,21.691,300,21,100,0,1,0.013011263,-11.27302145,-12.09681516,-16.61914139,-17.65114967,0.828581325,4.393051395
1,-3.16615195,21.691,300,21.5,100,0,1,0.020784318,-11.26535297,-12.1057783,-16.88070858,-17.82559659,0.845326348,4.657276373
1,-3.16615195,21.691,300,22,100,0,1,0.022929554,-11.16522983,-12.05568285,-16.87407519,-17.92095394,0.896300012,4.70129532
1,-3.16615195,21.691,300,22.5,100,0,1,0.017918306,-10.78915123,-11.83349165,-16.6385847,-17.81710414,1.052669967,4.678100893
1,-3.16615195,21.691,300,23,100,0,1,0.007333225,-9.594718518,-11.11125726,-15.88802365,-17.32272286,1.531729997,4.62870782
1,-3.16615195,21.691,300,23.5,100,0,1,6.07E-04,-6.104299282,-8.910808739,-13.76669393,-15.76150859,2.831485524,4.698118509
0.1,-3.16171775,21.241001,1000,19.5,0,0,1,0.002520265,-10.62459156,-10.97664659,-13.91091583,-16.55829039,0.347644959,2.855874114
0.1,-3.16171775,21.241001,1000,20,0,0,1,0.002843768,-10.80947661,-11.24733758,-14.11912055,-17.04363286,0.436539332,2.795169079
0.1,-3.16171775,21.241001,1000,20.5,0,0,1,0.003493398,-10.80569478,-11.24151094,-14.24013237,-17.55072097,0.434376334,2.929606333
0.1,-3.16171775,21.241001,1000,21,0,0,1,0.005429866,-10.81255671,-11.24201986,-14.51192761,-18.173568,0.427598661,3.222633825
0.1,-3.16171775,21.241001,1000,21.5,0,0,1,0.010592259,-10.83705503,-11.25000446,-14.99645906,-18.91177963,0.409957214,3.731842048
0.1,-3.16171775,21.241001,1000,22,0,0,1,0.020567069,-10.87943412,-11.26545298,-15.54795075,-19.48772614,0.380956008,4.29595585
0.1,-3.16171775,21.241001,1000,22.5,0,0,1,0.029210721,-10.88077246,-11.2604393,-15.85094227,-19.63663955,0.373243955,4.615356984
0.1,-3.16171775,21.241001,1000,23,0,0,1,0.027442062,-10.75849886,-11.18779908,-15.78521796,-19.58091959,0.423519518,4.619903543
0.1,-3.16171775,21.241001,1000,23.5,0,0,1,0.020351705,-10.36536881,-10.95427641,-15.49791751,-19.37974208,0.585411255,4.558253307
0.1,-3.16171775,21.341002,1000,24,0,0,1,0.007729433,-9.131869136,-10.21352101,-14.60054059,-18.31896243,1.084732136,4.393429752
0.1,-3.16171775,21.241001,1000,19,0,0,1,0.002431253,-10.54683612,-10.84785947,-13.82918101,-16.42610096,0.294844033,2.900943753
0.1,-3.16171775,21.591,300,24,0,0,1,0.007801819,-9.126752633,-10.21542838,-14.57300488,-17.23969438,1.092810858,4.36914828
0.1,-3.16171775,21.491001,300,19,0,0,1,0.002418432,-10.54143785,-10.84242505,-13.82232719,-16.3893732,0.294817851,2.899746234
0.1,-3.16171775,21.491001,300,19.5,0,0,1,0.002505693,-10.61951564,-10.97141989,-13.90098226,-16.45128533,0.347509105,2.851950423
0.1,-3.16171775,21.491001,300,20,0,0,1,0.00281205,-10.80534835,-11.24312916,-14.0928769,-16.71420639,0.43650713,2.776604642
0.1,-3.16171775,21.491001,300,20.5,0,0,1,0.003429214,-10.80148794,-11.23736157,-14.18742184,-17.0121664,0.434480767,2.888854846
0.1,-3.16171775,21.491001,300,21,0,0,1,0.005316531,-10.80829754,-11.23785125,-14.43524822,-17.43194825,0.427746026,3.163033076
0.1,-3.16171775,21.491001,300,21.5,0,0,1,0.010392771,-10.83243615,-11.24570719,-14.9072958,-17.99259794,0.4103379,3.664164293
0.1,-3.16171775,21.491001,300,22,0,0,1,0.020255467,-10.87376417,-11.26072235,-15.4681843,-18.4497977,0.382003468,4.237235341
0.1,-3.16171775,21.491001,300,22.5,0,0,1,0.02874284,-10.8733738,-11.25499959,-15.78331767,-18.56384891,0.375368654,4.565931823
0.1,-3.16171775,21.491001,300,23,0,0,1,0.027416638,-10.75178594,-11.18287035,-15.73113983,-18.50967466,0.425457115,4.583257245
0.1,-3.16171775,21.491001,300,23.5,0,0,1,0.020379042,-10.35828893,-10.94963025,-15.44227075,-18.30922262,0.588057646,4.520171353
0.1,-3.159642941,21.441,1000,24,40,0,1,0.008067746,-9.422473355,-10.73878222,-14.92365908,-17.81172403,1.326072657,4.149803205
0.1,-3.159642941,21.341002,1000,19,40,0,1,0.00219549,-10.64185723,-11.18752223,-13.73978892,-15.9619798,0.541483489,2.511970904
0.1,-3.159642941,21.341002,1000,19.5,40,0,1,0.002342817,-10.75244582,-11.3301457,-13.94248123,-16.14466848,0.575195034,2.560289712
0.1,-3.159642941,21.341002,1000,20,40,0,1,0.002902201,-11.05157498,-11.69075822,-14.38881755,-16.77115494,0.640617454,2.621102939
0.1,-3.159642941,21.341002,1000,20.5,40,0,1,0.003506289,-11.06118454,-11.70241507,-14.51502738,-17.22466294,0.642810611,2.736988904
0.1,-3.159642941,21.341002,1000,21,40,0,1,0.005277378,-11.07407661,-11.71465253,-14.7697987,-17.84512913,0.642090415,2.990135163
0.1,-3.159642941,21.341002,1000,21.5,40,0,1,0.01010752,-11.09969027,-11.73421286,-15.21203163,-18.48765652,0.635603705,3.436825394
0.1,-3.159642941,21.341002,1000,22,40,0,1,0.019656309,-11.13296838,-11.75574311,-15.7555757,-19.00916875,0.622877834,3.980491939
0.1,-3.159642941,21.341002,1000,22.5,40,0,1,0.027898596,-11.1279863,-11.75489973,-16.04626268,-19.14036597,0.626562498,4.28109605
0.1,-3.159642941,21.341002,1000,23,40,0,1,0.027629099,-11.01539186,-11.69143081,-16.0188779,-19.09340513,0.676434996,4.315936568
0.1,-3.159642941,21.341002,1000,23.5,40,0,1,0.020758226,-10.63375228,-11.46625818,-15.75073344,-18.9012802,0.835317646,4.264541728
0.1,-3.159642941,21.691,300,24,40,0,1,0.007932274,-9.410609402,-10.72884148,-14.86309563,-16.79438469,1.3288656,4.101840399
0.1,-3.159642941,21.591,300,19,40,0,1,0.00217722,-10.63339301,-11.17900573,-13.73116982,-15.92005831,0.54142792,2.512003091
0.1,-3.159642941,21.591,300,19.5,40,0,1,0.002322946,-10.744521,-11.32208771,-13.93337514,-16.01796113,0.575056273,2.55972155
0.1,-3.159642941,21.591,300,20,40,0,1,0.002870928,-11.04568738,-11.68389677,-14.37355627,-16.3821394,0.639629417,2.614438409
0.1,-3.159642941,21.591,300,20.5,40,0,1,0.003450728,-11.05550795,-11.69579214,-14.48825704,-16.64211816,0.641847385,2.720181834
0.1,-3.159642941,21.591,300,21,40,0,1,0.005160401,-11.0682861,-11.70785681,-14.72573204,-17.06116939,0.641071656,2.958670064
0.1,-3.159642941,21.591,300,21.5,40,0,1,0.009881557,-11.09347669,-11.72736584,-15.16418091,-17.52684344,0.634957751,3.402344024
0.1,-3.159642941,21.591,300,22,40,0,1,0.019245305,-11.12572659,-11.74829666,-15.70950195,-17.93568425,0.622692948,3.947648858
0.1,-3.159642941,21.591,300,22.5,40,0,1,0.027269473,-11.11996482,-11.74715075,-15.98651225,-18.05696157,0.626903918,4.235182461
0.1,-3.159642941,21.591,300,23,40,0,1,0.027004267,-11.00675996,-11.68336609,-15.96002,-18.0196854,0.677110685,4.270948662
0.1,-3.159642941,21.591,300,23.5,40,0,1,0.020301666,-10.62422303,-11.45796443,-15.68974653,-17.82875291,0.836735941,4.217610482
1,-3.154777894,21.241001,1000,19.5,20,0,1,0.001865255,-10.74734039,-11.13884768,-14.59272792,-17.32910773,0.390512131,3.320079254
1,-3.154777894,21.241001,1000,20,20,0,1,0.003230418,-10.87058232,-11.31839974,-15.19125863,-18.35529105,0.448657097,3.724172931
1,-3.154777894,21.241001,1000,20.5,20,0,1,0.008237867,-10.88576651,-11.3273013,-15.53795061,-19.01476032,0.441626436,4.098573967
1,-3.154777894,21.241001,1000,21,20,0,1,0.017928921,-10.91361747,-11.34485284,-15.97085521,-19.54241784,0.429977732,4.551526411
1,-3.154777894,21.241001,1000,21.5,20,0,1,0.026546882,-10.90733498,-11.34575596,-16.23011431,-19.67251763,0.436463309,4.827633929
1,-3.154777894,21.241001,1000,22,20,0,1,0.026789946,-10.79321632,-11.28127494,-16.20821237,-19.62402231,0.486754918,4.87057759
1,-3.154777894,21.241001,1000,22.5,20,0,1,0.02003494,-10.40366989,-11.04967278,-15.94347791,-19.42639413,0.647088565,4.82767859
1,-3.154777894,21.241001,1000,23,20,0,1,0.007736596,-9.182969501,-10.31543065,-15.14256317,-18.79673278,1.140304075,4.739963437
1,-3.154777894,21.241001,1000,23.5,20,0,1,3.86E-04,-5.461526106,-8.032770112,-12.88339153,-16.84231811,2.592603134,4.748429622
1,-3.154777894,21.341002,1000,24,20,0,1,2.27E-06,1.592816546,-1.601374595,-6.936597518,-10.71550999,3.17631411,5.288906938
